Scenario,ISO,Country,Year,Technology,wacc_projection,Region,IncomeLevel
Netzero,BGR,Bulgaria,2050,Wind_Onshore,0.0804133495335729,Europe and Central Asia,Upper middle income
Netzero,BRA,Brazil,2025,Wind_Onshore,0.0868275235090861,Latin America and Caribbean,Upper middle income
Netzero,BRA,Brazil,2030,Wind_Onshore,0.0870018442672137,Latin America and Caribbean,Upper middle income
Netzero,BRA,Brazil,2035,Wind_Onshore,0.0875570716516948,Latin America and Caribbean,Upper middle income
Netzero,BRA,Brazil,2040,Wind_Onshore,0.0869989519497941,Latin America and Caribbean,Upper middle income
Netzero,BRA,Brazil,2045,Wind_Onshore,0.0869132876174169,Latin America and Caribbean,Upper middle income
Netzero,BRA,Brazil,2050,Wind_Onshore,0.0859770914996679,Latin America and Caribbean,Upper middle income
Netzero,CAN,Canada,2025,Wind_Onshore,0.0832244099770948,North America,High income
Netzero,CAN,Canada,2030,Wind_Onshore,0.0813678738624023,North America,High income
Netzero,CAN,Canada,2035,Wind_Onshore,0.0799369628183454,North America,High income
Netzero,CAN,Canada,2040,Wind_Onshore,0.0790616376384345,North America,High income
Netzero,CAN,Canada,2045,Wind_Onshore,0.0791583067590751,North America,High income
Netzero,CAN,Canada,2050,Wind_Onshore,0.0788821301057524,North America,High income
Netzero,CHE,Switzerland,2025,Wind_Onshore,0.075174840982536,Europe and Central Asia,High income
Netzero,CHE,Switzerland,2030,Wind_Onshore,0.0743817397021281,Europe and Central Asia,High income
Netzero,CHE,Switzerland,2035,Wind_Onshore,0.0743471631801982,Europe and Central Asia,High income
Netzero,CHE,Switzerland,2040,Wind_Onshore,0.0748075881825711,Europe and Central Asia,High income
Netzero,CHE,Switzerland,2045,Wind_Onshore,0.0758115233854098,Europe and Central Asia,High income
Netzero,CHE,Switzerland,2050,Wind_Onshore,0.0759295004435815,Europe and Central Asia,High income
Netzero,CHL,Chile,2025,Wind_Onshore,0.0874964625913782,Latin America and Caribbean,High income
Netzero,CHL,Chile,2030,Wind_Onshore,0.0821300471365393,Latin America and Caribbean,High income
Netzero,CHL,Chile,2035,Wind_Onshore,0.0806099171040877,Latin America and Caribbean,High income
Netzero,CHL,Chile,2040,Wind_Onshore,0.0814739983486367,Latin America and Caribbean,High income
Netzero,CHL,Chile,2045,Wind_Onshore,0.0831846386400197,Latin America and Caribbean,High income
Netzero,CHL,Chile,2050,Wind_Onshore,0.0831261787394617,Latin America and Caribbean,High income
Netzero,CHN,China,2025,Wind_Onshore,0.0659061887708726,East Asia and Pacific,Upper middle income
Netzero,CHN,China,2030,Wind_Onshore,0.0570224490374058,East Asia and Pacific,Upper middle income
Netzero,CHN,China,2035,Wind_Onshore,0.047152336349776,East Asia and Pacific,Upper middle income
Netzero,CHN,China,2040,Wind_Onshore,0.0389508075522913,East Asia and Pacific,Upper middle income
Netzero,CHN,China,2045,Wind_Onshore,0.0313386825310135,East Asia and Pacific,Upper middle income
Netzero,CHN,China,2050,Wind_Onshore,0.0187945423278954,East Asia and Pacific,Upper middle income
Netzero,CZE,Czech Republic,2025,Wind_Onshore,0.0804979013453765,Europe and Central Asia,High income
Netzero,CZE,Czech Republic,2030,Wind_Onshore,0.0818081416460037,Europe and Central Asia,High income
Netzero,CZE,Czech Republic,2035,Wind_Onshore,0.0806297353072635,Europe and Central Asia,High income
Netzero,CZE,Czech Republic,2040,Wind_Onshore,0.0805265587063156,Europe and Central Asia,High income
Netzero,CZE,Czech Republic,2045,Wind_Onshore,0.0810643458553656,Europe and Central Asia,High income
Netzero,CZE,Czech Republic,2050,Wind_Onshore,0.0810494346681686,Europe and Central Asia,High income
Netzero,DEU,Germany,2025,Wind_Onshore,0.0737076594765765,Europe and Central Asia,High income
Netzero,DEU,Germany,2030,Wind_Onshore,0.0729382441470995,Europe and Central Asia,High income
Netzero,DEU,Germany,2035,Wind_Onshore,0.072677999565598,Europe and Central Asia,High income
Netzero,DEU,Germany,2040,Wind_Onshore,0.071968807391051,Europe and Central Asia,High income
Netzero,DEU,Germany,2045,Wind_Onshore,0.0715064872687974,Europe and Central Asia,High income
Netzero,DEU,Germany,2050,Wind_Onshore,0.07120893841373,Europe and Central Asia,High income
Netzero,DNK,Denmark,2025,Wind_Onshore,0.0830141932246374,Europe and Central Asia,High income
Netzero,DNK,Denmark,2030,Wind_Onshore,0.0840467048005808,Europe and Central Asia,High income
Netzero,DNK,Denmark,2035,Wind_Onshore,0.084383951966947,Europe and Central Asia,High income
Netzero,DNK,Denmark,2040,Wind_Onshore,0.0842896423258307,Europe and Central Asia,High income
Netzero,DNK,Denmark,2045,Wind_Onshore,0.0845948144440846,Europe and Central Asia,High income
Netzero,DNK,Denmark,2050,Wind_Onshore,0.0841611150131488,Europe and Central Asia,High income
Netzero,EGY,Egypt,2025,Wind_Onshore,0.1394637802358777,Middle East and North Africa,Lower middle income
Netzero,EGY,Egypt,2030,Wind_Onshore,0.080935534435157,Middle East and North Africa,Lower middle income
Netzero,EGY,Egypt,2035,Wind_Onshore,0.0781559966891937,Middle East and North Africa,Lower middle income
Netzero,EGY,Egypt,2040,Wind_Onshore,0.0793248922035972,Middle East and North Africa,Lower middle income
Netzero,EGY,Egypt,2045,Wind_Onshore,0.0802336806098042,Middle East and North Africa,Lower middle income
Netzero,EGY,Egypt,2050,Wind_Onshore,0.0785759377267668,Middle East and North Africa,Lower middle income
Netzero,ESP,Spain,2025,Wind_Onshore,0.091819187486114,Europe and Central Asia,High income
Netzero,ESP,Spain,2030,Wind_Onshore,0.0905255668841604,Europe and Central Asia,High income
Netzero,ESP,Spain,2035,Wind_Onshore,0.0911190525226453,Europe and Central Asia,High income
Netzero,ESP,Spain,2040,Wind_Onshore,0.0909782806262262,Europe and Central Asia,High income
Netzero,ESP,Spain,2045,Wind_Onshore,0.0910347219037954,Europe and Central Asia,High income
Netzero,ESP,Spain,2050,Wind_Onshore,0.0908992061846674,Europe and Central Asia,High income
Netzero,EST,Estonia,2025,Wind_Onshore,0.0849485417388555,Europe and Central Asia,High income
Netzero,EST,Estonia,2030,Wind_Onshore,0.0805519094493587,Europe and Central Asia,High income
Netzero,EST,Estonia,2035,Wind_Onshore,0.0812396301925708,Europe and Central Asia,High income
Netzero,EST,Estonia,2040,Wind_Onshore,0.0823039982150343,Europe and Central Asia,High income
Netzero,EST,Estonia,2045,Wind_Onshore,0.0832942593006319,Europe and Central Asia,High income
Netzero,EST,Estonia,2050,Wind_Onshore,0.0833886882351729,Europe and Central Asia,High income
Netzero,FIN,Finland,2025,Wind_Onshore,0.0866871808239992,Europe and Central Asia,High income
Netzero,FIN,Finland,2030,Wind_Onshore,0.0857458915958284,Europe and Central Asia,High income
Netzero,FIN,Finland,2035,Wind_Onshore,0.0854561712676342,Europe and Central Asia,High income
Netzero,FIN,Finland,2040,Wind_Onshore,0.0854606845029001,Europe and Central Asia,High income
Netzero,FIN,Finland,2045,Wind_Onshore,0.0862169882777786,Europe and Central Asia,High income
Netzero,FIN,Finland,2050,Wind_Onshore,0.0860114739709785,Europe and Central Asia,High income
Netzero,FRA,France,2025,Wind_Onshore,0.082034342914322,Europe and Central Asia,High income
Netzero,FRA,France,2030,Wind_Onshore,0.0812013822277767,Europe and Central Asia,High income
Netzero,FRA,France,2035,Wind_Onshore,0.0814240643801119,Europe and Central Asia,High income
Netzero,FRA,France,2040,Wind_Onshore,0.0815662386094512,Europe and Central Asia,High income
Netzero,FRA,France,2045,Wind_Onshore,0.0816021575405323,Europe and Central Asia,High income
Netzero,FRA,France,2050,Wind_Onshore,0.0811519059668508,Europe and Central Asia,High income
Netzero,GBR,United Kingdom,2025,Wind_Onshore,0.0792901756147154,Europe and Central Asia,High income
Netzero,GBR,United Kingdom,2030,Wind_Onshore,0.0762610570813558,Europe and Central Asia,High income
Netzero,GBR,United Kingdom,2035,Wind_Onshore,0.0759046302886677,Europe and Central Asia,High income
Netzero,GBR,United Kingdom,2040,Wind_Onshore,0.0737970791175035,Europe and Central Asia,High income
Netzero,GBR,United Kingdom,2045,Wind_Onshore,0.0741273754393109,Europe and Central Asia,High income
Netzero,GBR,United Kingdom,2050,Wind_Onshore,0.0715947877518069,Europe and Central Asia,High income
Netzero,GRC,Greece,2025,Wind_Onshore,0.0892572645455345,Europe and Central Asia,High income
Netzero,GRC,Greece,2030,Wind_Onshore,0.0916119424009218,Europe and Central Asia,High income
Netzero,GRC,Greece,2035,Wind_Onshore,0.0930758304153711,Europe and Central Asia,High income
Netzero,GRC,Greece,2040,Wind_Onshore,0.0931444844998573,Europe and Central Asia,High income
Netzero,GRC,Greece,2045,Wind_Onshore,0.0931590161297117,Europe and Central Asia,High income
Netzero,GRC,Greece,2050,Wind_Onshore,0.0933917548855243,Europe and Central Asia,High income
Netzero,HKG,Hong Kong,2025,Wind_Onshore,0.0812578003414561,East Asia and Pacific,High income
Netzero,HKG,Hong Kong,2030,Wind_Onshore,0.0795300123535649,East Asia and Pacific,High income
Netzero,HKG,Hong Kong,2035,Wind_Onshore,0.0795300459990875,East Asia and Pacific,High income
Netzero,HKG,Hong Kong,2040,Wind_Onshore,0.0791566429487836,East Asia and Pacific,High income
Netzero,HKG,Hong Kong,2045,Wind_Onshore,0.0792947828350691,East Asia and Pacific,High income
Netzero,HKG,Hong Kong,2050,Wind_Onshore,0.0788723707247821,East Asia and Pacific,High income
Netzero,HRV,Croatia,2025,Wind_Onshore,0.0835554496544984,Europe and Central Asia,High income
Netzero,HRV,Croatia,2030,Wind_Onshore,0.0817337984968456,Europe and Central Asia,High income
Netzero,HRV,Croatia,2035,Wind_Onshore,0.0833297921091953,Europe and Central Asia,High income
Netzero,HRV,Croatia,2040,Wind_Onshore,0.0830409699053253,Europe and Central Asia,High income
Netzero,HRV,Croatia,2045,Wind_Onshore,0.0842394559937492,Europe and Central Asia,High income
Netzero,HRV,Croatia,2050,Wind_Onshore,0.0842922329335397,Europe and Central Asia,High income
Netzero,HUN,Hungary,2025,Wind_Onshore,0.0859194744903003,Europe and Central Asia,High income
Netzero,HUN,Hungary,2030,Wind_Onshore,0.0836077454683936,Europe and Central Asia,High income
Netzero,HUN,Hungary,2035,Wind_Onshore,0.0803658845939194,Europe and Central Asia,High income
Netzero,HUN,Hungary,2040,Wind_Onshore,0.0799067144950596,Europe and Central Asia,High income
Netzero,HUN,Hungary,2045,Wind_Onshore,0.0808744484547011,Europe and Central Asia,High income
Netzero,HUN,Hungary,2050,Wind_Onshore,0.0799450927135974,Europe and Central Asia,High income
Netzero,IDN,Indonesia,2025,Wind_Onshore,0.0840266358110895,East Asia and Pacific,Lower middle income
Netzero,IDN,Indonesia,2030,Wind_Onshore,0.082857133450095,East Asia and Pacific,Lower middle income
Netzero,IDN,Indonesia,2035,Wind_Onshore,0.0798619572266135,East Asia and Pacific,Lower middle income
Netzero,IDN,Indonesia,2040,Wind_Onshore,0.078310853255853,East Asia and Pacific,Lower middle income
Netzero,IDN,Indonesia,2045,Wind_Onshore,0.0781415562630578,East Asia and Pacific,Lower middle income
Netzero,IDN,Indonesia,2050,Wind_Onshore,0.0765142052428975,East Asia and Pacific,Lower middle income
Netzero,IND,India,2025,Wind_Onshore,0.1088992673946799,South Asia,Lower middle income
Netzero,IND,India,2030,Wind_Onshore,0.0967351743583079,South Asia,Lower middle income
Netzero,IND,India,2035,Wind_Onshore,0.0908274100289036,South Asia,Lower middle income
Netzero,IND,India,2040,Wind_Onshore,0.0849988141831957,South Asia,Lower middle income
Netzero,IND,India,2045,Wind_Onshore,0.0780994464236181,South Asia,Lower middle income
Netzero,IND,India,2050,Wind_Onshore,0.0691142334894568,South Asia,Lower middle income
Netzero,IRL,Ireland,2025,Wind_Onshore,0.0826742553679345,Europe and Central Asia,High income
Netzero,IRL,Ireland,2030,Wind_Onshore,0.0823792989669449,Europe and Central Asia,High income
Netzero,IRL,Ireland,2035,Wind_Onshore,0.0800155101139348,Europe and Central Asia,High income
Netzero,IRL,Ireland,2040,Wind_Onshore,0.0789894796328538,Europe and Central Asia,High income
Netzero,IRL,Ireland,2045,Wind_Onshore,0.079316038655101,Europe and Central Asia,High income
Netzero,IRL,Ireland,2050,Wind_Onshore,0.07811698316999,Europe and Central Asia,High income
Netzero,ITA,Italy,2025,Wind_Onshore,0.0829402468277353,Europe and Central Asia,High income
Netzero,ITA,Italy,2030,Wind_Onshore,0.084799322041765,Europe and Central Asia,High income
Netzero,ITA,Italy,2035,Wind_Onshore,0.0859783824823531,Europe and Central Asia,High income
Netzero,ITA,Italy,2040,Wind_Onshore,0.086703439869442,Europe and Central Asia,High income
Netzero,ITA,Italy,2045,Wind_Onshore,0.087886995406427,Europe and Central Asia,High income
Netzero,ITA,Italy,2050,Wind_Onshore,0.0893670376769538,Europe and Central Asia,High income
Netzero,JPN,Japan,2025,Wind_Onshore,0.0689239622040487,East Asia and Pacific,High income
Netzero,JPN,Japan,2030,Wind_Onshore,0.0690166410717333,East Asia and Pacific,High income
Netzero,JPN,Japan,2035,Wind_Onshore,0.0701059823773385,East Asia and Pacific,High income
Netzero,JPN,Japan,2040,Wind_Onshore,0.0709207942644004,East Asia and Pacific,High income
Netzero,JPN,Japan,2045,Wind_Onshore,0.0712297964200777,East Asia and Pacific,High income
Netzero,JPN,Japan,2050,Wind_Onshore,0.0705713986813721,East Asia and Pacific,High income
Netzero,KOR,South Korea,2025,Wind_Onshore,0.07584614156804,East Asia and Pacific,High income
Netzero,KOR,South Korea,2030,Wind_Onshore,0.0748107604570721,East Asia and Pacific,High income
Netzero,KOR,South Korea,2035,Wind_Onshore,0.0728166447084663,East Asia and Pacific,High income
Netzero,KOR,South Korea,2040,Wind_Onshore,0.0735577253075014,East Asia and Pacific,High income
Netzero,KOR,South Korea,2045,Wind_Onshore,0.0748704431136956,East Asia and Pacific,High income
Netzero,KOR,South Korea,2050,Wind_Onshore,0.0753931117919498,East Asia and Pacific,High income
Netzero,LTU,Lithuania,2025,Wind_Onshore,0.0843614566815214,Europe and Central Asia,High income
Netzero,LTU,Lithuania,2030,Wind_Onshore,0.0824592021183063,Europe and Central Asia,High income
Netzero,LTU,Lithuania,2035,Wind_Onshore,0.0817122942046523,Europe and Central Asia,High income
Netzero,LTU,Lithuania,2040,Wind_Onshore,0.0827461122752962,Europe and Central Asia,High income
Netzero,LTU,Lithuania,2045,Wind_Onshore,0.0839581217515974,Europe and Central Asia,High income
Netzero,LTU,Lithuania,2050,Wind_Onshore,0.0841669804710609,Europe and Central Asia,High income
Netzero,LVA,Latvia,2025,Wind_Onshore,0.0837196816869768,Europe and Central Asia,High income
Netzero,LVA,Latvia,2030,Wind_Onshore,0.0828389779090983,Europe and Central Asia,High income
Netzero,LVA,Latvia,2035,Wind_Onshore,0.0831287417064686,Europe and Central Asia,High income
Netzero,LVA,Latvia,2040,Wind_Onshore,0.0837641557336308,Europe and Central Asia,High income
Netzero,LVA,Latvia,2045,Wind_Onshore,0.0847727366636679,Europe and Central Asia,High income
Netzero,LVA,Latvia,2050,Wind_Onshore,0.0844915255694639,Europe and Central Asia,High income
Netzero,MEX,Mexico,2025,Wind_Onshore,0.078737894754027,Latin America and Caribbean,Upper middle income
Netzero,MEX,Mexico,2030,Wind_Onshore,0.0749500032933288,Latin America and Caribbean,Upper middle income
Netzero,MEX,Mexico,2035,Wind_Onshore,0.0745043211177556,Latin America and Caribbean,Upper middle income
Netzero,MEX,Mexico,2040,Wind_Onshore,0.0748365323145024,Latin America and Caribbean,Upper middle income
Netzero,MEX,Mexico,2045,Wind_Onshore,0.0753901995637404,Latin America and Caribbean,Upper middle income
Netzero,MEX,Mexico,2050,Wind_Onshore,0.0749503614920232,Latin America and Caribbean,Upper middle income
Netzero,MYS,Malaysia,2025,Wind_Onshore,0.0791186807990142,East Asia and Pacific,Upper middle income
Netzero,MYS,Malaysia,2030,Wind_Onshore,0.0784919444148961,East Asia and Pacific,Upper middle income
Netzero,MYS,Malaysia,2035,Wind_Onshore,0.0781587133482883,East Asia and Pacific,Upper middle income
Netzero,MYS,Malaysia,2040,Wind_Onshore,0.0771243611586361,East Asia and Pacific,Upper middle income
Netzero,MYS,Malaysia,2045,Wind_Onshore,0.0772337688907239,East Asia and Pacific,Upper middle income
Netzero,MYS,Malaysia,2050,Wind_Onshore,0.0771627100101569,East Asia and Pacific,Upper middle income
Netzero,NLD,Netherlands,2025,Wind_Onshore,0.0785036055719475,Europe and Central Asia,High income
Netzero,NLD,Netherlands,2030,Wind_Onshore,0.0812121973688587,Europe and Central Asia,High income
Netzero,NLD,Netherlands,2035,Wind_Onshore,0.0828454884206882,Europe and Central Asia,High income
Netzero,NLD,Netherlands,2040,Wind_Onshore,0.0831168467638898,Europe and Central Asia,High income
Netzero,NLD,Netherlands,2045,Wind_Onshore,0.0835544330834923,Europe and Central Asia,High income
Netzero,NLD,Netherlands,2050,Wind_Onshore,0.0838250931552016,Europe and Central Asia,High income
Netzero,NOR,Norway,2025,Wind_Onshore,0.0811088723599879,Europe and Central Asia,High income
Netzero,NOR,Norway,2030,Wind_Onshore,0.0787349546997217,Europe and Central Asia,High income
Netzero,NOR,Norway,2035,Wind_Onshore,0.0770550666165313,Europe and Central Asia,High income
Netzero,NOR,Norway,2040,Wind_Onshore,0.0770342915264345,Europe and Central Asia,High income
Netzero,NOR,Norway,2045,Wind_Onshore,0.0782509014430722,Europe and Central Asia,High income
Netzero,NOR,Norway,2050,Wind_Onshore,0.0787927145939943,Europe and Central Asia,High income
Netzero,NZL,New Zealand,2025,Wind_Onshore,0.0823621782670138,East Asia and Pacific,High income
Netzero,NZL,New Zealand,2030,Wind_Onshore,0.0767237655400074,East Asia and Pacific,High income
Netzero,NZL,New Zealand,2035,Wind_Onshore,0.0760250622951723,East Asia and Pacific,High income
Netzero,NZL,New Zealand,2040,Wind_Onshore,0.0766444170487986,East Asia and Pacific,High income
Netzero,NZL,New Zealand,2045,Wind_Onshore,0.0778904172165747,East Asia and Pacific,High income
Netzero,NZL,New Zealand,2050,Wind_Onshore,0.0778006596217129,East Asia and Pacific,High income
Netzero,POL,Poland,2025,Wind_Onshore,0.0818030096939707,Europe and Central Asia,High income
Netzero,POL,Poland,2030,Wind_Onshore,0.0776725940890085,Europe and Central Asia,High income
Netzero,POL,Poland,2035,Wind_Onshore,0.0732297438331673,Europe and Central Asia,High income
Netzero,POL,Poland,2040,Wind_Onshore,0.0730062053238338,Europe and Central Asia,High income
Netzero,POL,Poland,2045,Wind_Onshore,0.075029131126423,Europe and Central Asia,High income
Netzero,POL,Poland,2050,Wind_Onshore,0.0764154891512082,Europe and Central Asia,High income
Netzero,PRT,Portugal,2025,Wind_Onshore,0.0849427398066359,Europe and Central Asia,High income
Netzero,PRT,Portugal,2030,Wind_Onshore,0.0855831638529102,Europe and Central Asia,High income
Netzero,PRT,Portugal,2035,Wind_Onshore,0.0869762232061884,Europe and Central Asia,High income
Netzero,PRT,Portugal,2040,Wind_Onshore,0.0874790235852116,Europe and Central Asia,High income
Netzero,PRT,Portugal,2045,Wind_Onshore,0.0878520333603425,Europe and Central Asia,High income
Netzero,PRT,Portugal,2050,Wind_Onshore,0.0878874636440175,Europe and Central Asia,High income
Netzero,ROU,Romania,2025,Wind_Onshore,0.0820121862507536,Europe and Central Asia,Upper middle income
Netzero,ROU,Romania,2030,Wind_Onshore,0.0782909193268065,Europe and Central Asia,Upper middle income
Netzero,ROU,Romania,2035,Wind_Onshore,0.0783245661091597,Europe and Central Asia,Upper middle income
Netzero,ROU,Romania,2040,Wind_Onshore,0.0779927370755013,Europe and Central Asia,Upper middle income
Netzero,ROU,Romania,2045,Wind_Onshore,0.0784613239212361,Europe and Central Asia,Upper middle income
Netzero,ROU,Romania,2050,Wind_Onshore,0.0784090278303643,Europe and Central Asia,Upper middle income
Netzero,RUS,Russia,2025,Wind_Onshore,0.0833664593895602,Europe and Central Asia,Upper middle income
Netzero,RUS,Russia,2030,Wind_Onshore,0.0753652421229388,Europe and Central Asia,Upper middle income
Netzero,RUS,Russia,2035,Wind_Onshore,0.074874069523783,Europe and Central Asia,Upper middle income
Netzero,RUS,Russia,2040,Wind_Onshore,0.074601843420823,Europe and Central Asia,Upper middle income
Netzero,RUS,Russia,2045,Wind_Onshore,0.0758430082340963,Europe and Central Asia,Upper middle income
Netzero,RUS,Russia,2050,Wind_Onshore,0.0753819506315818,Europe and Central Asia,Upper middle income
Netzero,SGP,Singapore,2025,Wind_Onshore,0.0776883252206788,East Asia and Pacific,High income
Netzero,SGP,Singapore,2030,Wind_Onshore,0.0760589679739631,East Asia and Pacific,High income
Netzero,SGP,Singapore,2035,Wind_Onshore,0.076913561791059,East Asia and Pacific,High income
Netzero,SGP,Singapore,2040,Wind_Onshore,0.0771360566447495,East Asia and Pacific,High income
Netzero,SGP,Singapore,2045,Wind_Onshore,0.0788708596857833,East Asia and Pacific,High income
Netzero,SGP,Singapore,2050,Wind_Onshore,0.0775549519726796,East Asia and Pacific,High income
Netzero,SVK,Slovakia,2025,Wind_Onshore,0.0845784984888656,Europe and Central Asia,High income
Netzero,SVK,Slovakia,2030,Wind_Onshore,0.0831609054245554,Europe and Central Asia,High income
Netzero,SVK,Slovakia,2035,Wind_Onshore,0.0831007916478741,Europe and Central Asia,High income
Netzero,SVK,Slovakia,2040,Wind_Onshore,0.082169241759213,Europe and Central Asia,High income
Netzero,SVK,Slovakia,2045,Wind_Onshore,0.0819259825534894,Europe and Central Asia,High income
Netzero,SVK,Slovakia,2050,Wind_Onshore,0.081456643726803,Europe and Central Asia,High income
Netzero,SVN,Slovenia,2025,Wind_Onshore,0.0795739068020134,Europe and Central Asia,High income
Netzero,SVN,Slovenia,2030,Wind_Onshore,0.0804034442411459,Europe and Central Asia,High income
Netzero,SVN,Slovenia,2035,Wind_Onshore,0.079563113085518,Europe and Central Asia,High income
Netzero,SVN,Slovenia,2040,Wind_Onshore,0.0799125973678947,Europe and Central Asia,High income
Netzero,SVN,Slovenia,2045,Wind_Onshore,0.0810837144346351,Europe and Central Asia,High income
Netzero,SVN,Slovenia,2050,Wind_Onshore,0.0806238756239465,Europe and Central Asia,High income
Netzero,SWE,Sweden,2025,Wind_Onshore,0.0879882283210092,Europe and Central Asia,High income
Netzero,SWE,Sweden,2030,Wind_Onshore,0.0852315210027694,Europe and Central Asia,High income
Netzero,SWE,Sweden,2035,Wind_Onshore,0.0848394644199311,Europe and Central Asia,High income
Netzero,SWE,Sweden,2040,Wind_Onshore,0.0845236528109704,Europe and Central Asia,High income
Netzero,SWE,Sweden,2045,Wind_Onshore,0.0844060727199378,Europe and Central Asia,High income
Netzero,SWE,Sweden,2050,Wind_Onshore,0.0840771484872275,Europe and Central Asia,High income
Netzero,TWN,Taiwan,2025,Wind_Onshore,0.0767977541931312,East Asia and Pacific,High income
Netzero,TWN,Taiwan,2030,Wind_Onshore,0.0766822391517259,East Asia and Pacific,High income
Netzero,TWN,Taiwan,2035,Wind_Onshore,0.0761623356689297,East Asia and Pacific,High income
Netzero,TWN,Taiwan,2040,Wind_Onshore,0.0762563894061053,East Asia and Pacific,High income
Netzero,TWN,Taiwan,2045,Wind_Onshore,0.077487788481381,East Asia and Pacific,High income
Netzero,TWN,Taiwan,2050,Wind_Onshore,0.0784397167387662,East Asia and Pacific,High income
Netzero,USA,United States,2025,Wind_Onshore,0.0431313846578673,North America,High income
Netzero,USA,United States,2030,Wind_Onshore,0.0396296399660811,North America,High income
Netzero,USA,United States,2035,Wind_Onshore,0.0372003242026365,North America,High income
Netzero,USA,United States,2040,Wind_Onshore,0.0343095826128572,North America,High income
Netzero,USA,United States,2045,Wind_Onshore,0.0316049414956672,North America,High income
Netzero,USA,United States,2050,Wind_Onshore,0.028191248542476,North America,High income
Netzero,VNM,Vietnam,2025,Wind_Onshore,0.0817999398110675,East Asia and Pacific,Lower middle income
Netzero,VNM,Vietnam,2030,Wind_Onshore,0.081413080117722,East Asia and Pacific,Lower middle income
Netzero,VNM,Vietnam,2035,Wind_Onshore,0.0771824374841589,East Asia and Pacific,Lower middle income
Netzero,VNM,Vietnam,2040,Wind_Onshore,0.0762547000501732,East Asia and Pacific,Lower middle income
Netzero,VNM,Vietnam,2045,Wind_Onshore,0.0768904663826547,East Asia and Pacific,Lower middle income
Netzero,VNM,Vietnam,2050,Wind_Onshore,0.0750741542620211,East Asia and Pacific,Lower middle income
Netzero,ZAF,South Africa,2025,Wind_Onshore,0.1299754872608677,Sub-Saharan Africa,Upper middle income
Netzero,ZAF,South Africa,2030,Wind_Onshore,0.1246312496582538,Sub-Saharan Africa,Upper middle income
Netzero,ZAF,South Africa,2035,Wind_Onshore,0.1241326810155322,Sub-Saharan Africa,Upper middle income
Netzero,ZAF,South Africa,2040,Wind_Onshore,0.1240430680777587,Sub-Saharan Africa,Upper middle income
Netzero,ZAF,South Africa,2045,Wind_Onshore,0.1238553512810368,Sub-Saharan Africa,Upper middle income
Netzero,ZAF,South Africa,2050,Wind_Onshore,0.123699191285825,Sub-Saharan Africa,Upper middle income
Below2,ARG,Argentina,2025,Solar_PV,0.3772107153757143,Latin America and Caribbean,Upper middle income
Below2,ARG,Argentina,2030,Solar_PV,0.1001604518036758,Latin America and Caribbean,Upper middle income
Below2,ARG,Argentina,2035,Solar_PV,0.0952182748923914,Latin America and Caribbean,Upper middle income
Below2,ARG,Argentina,2040,Solar_PV,0.1002555763027677,Latin America and Caribbean,Upper middle income
Below2,ARG,Argentina,2045,Solar_PV,0.1022666616186069,Latin America and Caribbean,Upper middle income
Below2,ARG,Argentina,2050,Solar_PV,0.1029183176198563,Latin America and Caribbean,Upper middle income
Below2,AUS,Australia,2025,Solar_PV,0.1010645724959805,East Asia and Pacific,High income
Below2,AUS,Australia,2030,Solar_PV,0.1007035292570394,East Asia and Pacific,High income
Below2,AUS,Australia,2035,Solar_PV,0.1000859031098153,East Asia and Pacific,High income
Below2,AUS,Australia,2040,Solar_PV,0.0993862758320656,East Asia and Pacific,High income
Below2,AUS,Australia,2045,Solar_PV,0.0989986915443282,East Asia and Pacific,High income
Below2,AUS,Australia,2050,Solar_PV,0.0986094131562505,East Asia and Pacific,High income
Below2,AUT,Austria,2025,Solar_PV,0.1037448792688969,Europe and Central Asia,High income
Below2,AUT,Austria,2030,Solar_PV,0.1037010539860876,Europe and Central Asia,High income
Below2,AUT,Austria,2035,Solar_PV,0.1045744687831143,Europe and Central Asia,High income
Below2,AUT,Austria,2040,Solar_PV,0.1041828555534918,Europe and Central Asia,High income
Below2,AUT,Austria,2045,Solar_PV,0.1044510998793553,Europe and Central Asia,High income
Below2,AUT,Austria,2050,Solar_PV,0.1043951153541316,Europe and Central Asia,High income
Below2,BEL,Belgium,2025,Solar_PV,0.1023561211587629,Europe and Central Asia,High income
Below2,BEL,Belgium,2030,Solar_PV,0.1021370091629831,Europe and Central Asia,High income
Below2,BEL,Belgium,2035,Solar_PV,0.1025454992038958,Europe and Central Asia,High income
Below2,BEL,Belgium,2040,Solar_PV,0.1029136360085862,Europe and Central Asia,High income
Below2,BEL,Belgium,2045,Solar_PV,0.1032130843110205,Europe and Central Asia,High income
Below2,BEL,Belgium,2050,Solar_PV,0.1031405309977669,Europe and Central Asia,High income
Below2,BGR,Bulgaria,2025,Solar_PV,0.101832270563003,Europe and Central Asia,Upper middle income
Below2,BGR,Bulgaria,2030,Solar_PV,0.0984918537977132,Europe and Central Asia,Upper middle income
Below2,BGR,Bulgaria,2035,Solar_PV,0.0990092526892545,Europe and Central Asia,Upper middle income
Below2,BGR,Bulgaria,2040,Solar_PV,0.0994148910601256,Europe and Central Asia,Upper middle income
Below2,BGR,Bulgaria,2045,Solar_PV,0.1004954738127302,Europe and Central Asia,Upper middle income
Below2,BGR,Bulgaria,2050,Solar_PV,0.1005030728830068,Europe and Central Asia,Upper middle income
