Scenario,ISO,Country,Variable,Year,Value
Fragmented World,GRC,Greece,inflation,Year,2040
Fragmented World,HKG,Hong Kong,unemployment,Year,2040
Fragmented World,HKG,Hong Kong,inflation,Year,2040
Fragmented World,HUN,Hungary,unemployment,Year,2040
Fragmented World,HUN,Hungary,inflation,Year,2040
Fragmented World,IND,India,unemployment,Year,2040
Fragmented World,IND,India,inflation,Year,2040
Fragmented World,IDN,Indonesia,unemployment,Year,2040
Fragmented World,IDN,Indonesia,inflation,Year,2040
Fragmented World,IRL,Ireland,unemployment,Year,2040
Fragmented World,IRL,Ireland,inflation,Year,2040
Fragmented World,ITA,Italy,unemployment,Year,2040
Fragmented World,ITA,Italy,inflation,Year,2040
Fragmented World,JPN,Japan,unemployment,Year,2040
Fragmented World,JPN,Japan,inflation,Year,2040
Fragmented World,LVA,Latvia,unemployment,Year,2040
Fragmented World,LVA,Latvia,inflation,Year,2040
Fragmented World,LTU,Lithuania,unemployment,Year,2040
Fragmented World,LTU,Lithuania,inflation,Year,2040
Fragmented World,MYS,Malaysia,unemployment,Year,2040
Fragmented World,MYS,Malaysia,inflation,Year,2040
Fragmented World,MEX,Mexico,unemployment,Year,2040
Fragmented World,MEX,Mexico,inflation,Year,2040
Fragmented World,NLD,Netherlands,unemployment,Year,2040
Fragmented World,NLD,Netherlands,inflation,Year,2040
Fragmented World,NZL,New Zealand,unemployment,Year,2040
Fragmented World,NZL,New Zealand,inflation,Year,2040
Fragmented World,NOR,Norway,unemployment,Year,2040
Fragmented World,NOR,Norway,inflation,Year,2040
Fragmented World,POL,Poland,unemployment,Year,2040
Fragmented World,POL,Poland,inflation,Year,2040
Fragmented World,PRT,Portugal,unemployment,Year,2040
Fragmented World,PRT,Portugal,inflation,Year,2040
Fragmented World,ROU,Romania,unemployment,Year,2040
Fragmented World,ROU,Romania,inflation,Year,2040
Fragmented World,RUS,Russia,unemployment,Year,2040
Fragmented World,RUS,Russia,inflation,Year,2040
Fragmented World,SGP,Singapore,unemployment,Year,2040
Fragmented World,SGP,Singapore,inflation,Year,2040
Fragmented World,SVK,Slovakia,unemployment,Year,2040
Fragmented World,SVK,Slovakia,inflation,Year,2040
Fragmented World,SVN,Slovenia,unemployment,Year,2040
Fragmented World,SVN,Slovenia,inflation,Year,2040
Fragmented World,ZAF,South Africa,unemployment,Year,2040
Fragmented World,ZAF,South Africa,inflation,Year,2040
Fragmented World,KOR,South Korea,unemployment,Year,2040
Fragmented World,KOR,South Korea,inflation,Year,2040
Fragmented World,ESP,Spain,unemployment,Year,2040
Fragmented World,ESP,Spain,inflation,Year,2040
Fragmented World,SWE,Sweden,unemployment,Year,2040
Fragmented World,SWE,Sweden,inflation,Year,2040
Fragmented World,CHE,Switzerland,unemployment,Year,2040
Fragmented World,CHE,Switzerland,inflation,Year,2040
Fragmented World,TWN,Taiwan,unemployment,Year,2040
Fragmented World,TWN,Taiwan,inflation,Year,2040
Fragmented World,GBR,United Kingdom,unemployment,Year,2040
Fragmented World,GBR,United Kingdom,inflation,Year,2040
Fragmented World,USA,United States,unemployment,Year,2040
Fragmented World,USA,United States,inflation,Year,2040
Fragmented World,VNM,Viet Nam,unemployment,Year,2040
Fragmented World,VNM,Viet Nam,inflation,Year,2040
NDC,ARG,Argentina,unemployment,Year,2040
NDC,ARG,Argentina,inflation,Year,2040
NDC,AUS,Australia,unemployment,Year,2040
NDC,AUS,Australia,inflation,Year,2040
NDC,AUT,Austria,unemployment,Year,2040
NDC,AUT,Austria,inflation,Year,2040
NDC,BEL,Belgium,unemployment,Year,2040
NDC,BEL,Belgium,inflation,Year,2040
NDC,BRA,Brazil,unemployment,Year,2040
NDC,BRA,Brazil,inflation,Year,2040
NDC,BGR,Bulgaria,unemployment,Year,2040
NDC,BGR,Bulgaria,inflation,Year,2040
NDC,CAN,Canada,unemployment,Year,2040
NDC,CAN,Canada,inflation,Year,2040
NDC,CHL,Chile,unemployment,Year,2040
NDC,CHL,Chile,inflation,Year,2040
NDC,CHN,China,unemployment,Year,2040
NDC,CHN,China,inflation,Year,2040
NDC,HRV,Croatia,unemployment,Year,2040
NDC,HRV,Croatia,inflation,Year,2040
NDC,CZE,Czech Republic,unemployment,Year,2040
NDC,CZE,Czech Republic,inflation,Year,2040
NDC,DNK,Denmark,unemployment,Year,2040
NDC,DNK,Denmark,inflation,Year,2040
NDC,EGY,Egypt,unemployment,Year,2040
NDC,EGY,Egypt,inflation,Year,2040
NDC,EST,Estonia,unemployment,Year,2040
NDC,EST,Estonia,inflation,Year,2040
NDC,FIN,Finland,unemployment,Year,2040
NDC,FIN,Finland,inflation,Year,2040
NDC,FRA,France,unemployment,Year,2040
NDC,FRA,France,inflation,Year,2040
NDC,DEU,Germany,unemployment,Year,2040
NDC,DEU,Germany,inflation,Year,2040
NDC,GRC,Greece,unemployment,Year,2040
NDC,GRC,Greece,inflation,Year,2040
NDC,HKG,Hong Kong,unemployment,Year,2040
NDC,HKG,Hong Kong,inflation,Year,2040
NDC,HUN,Hungary,unemployment,Year,2040
NDC,HUN,Hungary,inflation,Year,2040
NDC,IND,India,unemployment,Year,2040
NDC,IND,India,inflation,Year,2040
NDC,IDN,Indonesia,unemployment,Year,2040
NDC,IDN,Indonesia,inflation,Year,2040
NDC,IRL,Ireland,unemployment,Year,2040
NDC,IRL,Ireland,inflation,Year,2040
NDC,ITA,Italy,unemployment,Year,2040
NDC,ITA,Italy,inflation,Year,2040
NDC,JPN,Japan,unemployment,Year,2040
NDC,JPN,Japan,inflation,Year,2040
NDC,LVA,Latvia,unemployment,Year,2040
NDC,LVA,Latvia,inflation,Year,2040
NDC,LTU,Lithuania,unemployment,Year,2040
NDC,LTU,Lithuania,inflation,Year,2040
NDC,MYS,Malaysia,unemployment,Year,2040
NDC,MYS,Malaysia,inflation,Year,2040
NDC,MEX,Mexico,unemployment,Year,2040
NDC,MEX,Mexico,inflation,Year,2040
NDC,NLD,Netherlands,unemployment,Year,2040
NDC,NLD,Netherlands,inflation,Year,2040
NDC,NZL,New Zealand,unemployment,Year,2040
NDC,NZL,New Zealand,inflation,Year,2040
NDC,NOR,Norway,unemployment,Year,2040
NDC,NOR,Norway,inflation,Year,2040
NDC,POL,Poland,unemployment,Year,2040
NDC,POL,Poland,inflation,Year,2040
NDC,PRT,Portugal,unemployment,Year,2040
NDC,PRT,Portugal,inflation,Year,2040
NDC,ROU,Romania,unemployment,Year,2040
NDC,ROU,Romania,inflation,Year,2040
NDC,RUS,Russia,unemployment,Year,2040
NDC,RUS,Russia,inflation,Year,2040
NDC,SGP,Singapore,unemployment,Year,2040
NDC,SGP,Singapore,inflation,Year,2040
NDC,SVK,Slovakia,unemployment,Year,2040
NDC,SVK,Slovakia,inflation,Year,2040
NDC,SVN,Slovenia,unemployment,Year,2040
NDC,SVN,Slovenia,inflation,Year,2040
NDC,ZAF,South Africa,unemployment,Year,2040
NDC,ZAF,South Africa,inflation,Year,2040
NDC,KOR,South Korea,unemployment,Year,2040
NDC,KOR,South Korea,inflation,Year,2040
NDC,ESP,Spain,unemployment,Year,2040
NDC,ESP,Spain,inflation,Year,2040
NDC,SWE,Sweden,unemployment,Year,2040
NDC,SWE,Sweden,inflation,Year,2040
NDC,CHE,Switzerland,unemployment,Year,2040
NDC,CHE,Switzerland,inflation,Year,2040
NDC,TWN,Taiwan,unemployment,Year,2040
NDC,TWN,Taiwan,inflation,Year,2040
NDC,GBR,United Kingdom,unemployment,Year,2040
NDC,GBR,United Kingdom,inflation,Year,2040
NDC,USA,United States,unemployment,Year,2040
NDC,USA,United States,inflation,Year,2040
NDC,VNM,Viet Nam,unemployment,Year,2040
NDC,VNM,Viet Nam,inflation,Year,2040
Netzero,ARG,Argentina,unemployment,Year,2040
Netzero,ARG,Argentina,inflation,Year,2040
Netzero,AUS,Australia,unemployment,Year,2040
Netzero,AUS,Australia,inflation,Year,2040
Netzero,AUT,Austria,unemployment,Year,2040
Netzero,AUT,Austria,inflation,Year,2040
Netzero,BEL,Belgium,unemployment,Year,2040
Netzero,BEL,Belgium,inflation,Year,2040
Netzero,BRA,Brazil,unemployment,Year,2040
Netzero,BRA,Brazil,inflation,Year,2040
Netzero,BGR,Bulgaria,unemployment,Year,2040
Netzero,BGR,Bulgaria,inflation,Year,2040
Netzero,CAN,Canada,unemployment,Year,2040
Netzero,CAN,Canada,inflation,Year,2040
Netzero,CHL,Chile,unemployment,Year,2040
Netzero,CHL,Chile,inflation,Year,2040
Netzero,CHN,China,unemployment,Year,2040
Netzero,CHN,China,inflation,Year,2040
Netzero,HRV,Croatia,unemployment,Year,2040
Netzero,HRV,Croatia,inflation,Year,2040
Netzero,CZE,Czech Republic,unemployment,Year,2040
Netzero,CZE,Czech Republic,inflation,Year,2040
Netzero,DNK,Denmark,unemployment,Year,2040
Netzero,DNK,Denmark,inflation,Year,2040
Netzero,EGY,Egypt,unemployment,Year,2040
Netzero,EGY,Egypt,inflation,Year,2040
Netzero,EST,Estonia,unemployment,Year,2040
Netzero,EST,Estonia,inflation,Year,2040
Netzero,FIN,Finland,unemployment,Year,2040
Netzero,FIN,Finland,inflation,Year,2040
Netzero,FRA,France,unemployment,Year,2040
Netzero,FRA,France,inflation,Year,2040
Netzero,DEU,Germany,unemployment,Year,2040
Netzero,DEU,Germany,inflation,Year,2040
Netzero,GRC,Greece,unemployment,Year,2040
Netzero,GRC,Greece,inflation,Year,2040
Netzero,HKG,Hong Kong,unemployment,Year,2040
Netzero,HKG,Hong Kong,inflation,Year,2040
Netzero,HUN,Hungary,unemployment,Year,2040
Netzero,HUN,Hungary,inflation,Year,2040
Netzero,IND,India,unemployment,Year,2040
Netzero,IND,India,inflation,Year,2040
Netzero,IDN,Indonesia,unemployment,Year,2040
Netzero,IDN,Indonesia,inflation,Year,2040
Netzero,IRL,Ireland,unemployment,Year,2040
Netzero,IRL,Ireland,inflation,Year,2040
Netzero,ITA,Italy,unemployment,Year,2040
Netzero,ITA,Italy,inflation,Year,2040
Netzero,JPN,Japan,unemployment,Year,2040
Netzero,JPN,Japan,inflation,Year,2040
Netzero,LVA,Latvia,unemployment,Year,2040
Netzero,LVA,Latvia,inflation,Year,2040
Netzero,LTU,Lithuania,unemployment,Year,2040
Netzero,LTU,Lithuania,inflation,Year,2040
Netzero,MYS,Malaysia,unemployment,Year,2040
Netzero,MYS,Malaysia,inflation,Year,2040
Netzero,MEX,Mexico,unemployment,Year,2040
Netzero,MEX,Mexico,inflation,Year,2040
Netzero,NLD,Netherlands,unemployment,Year,2040
Netzero,NLD,Netherlands,inflation,Year,2040
Netzero,NZL,New Zealand,unemployment,Year,2040
Netzero,NZL,New Zealand,inflation,Year,2040
Netzero,NOR,Norway,unemployment,Year,2040
Netzero,NOR,Norway,inflation,Year,2040
Netzero,POL,Poland,unemployment,Year,2040
Netzero,POL,Poland,inflation,Year,2040
Netzero,PRT,Portugal,unemployment,Year,2040
Netzero,PRT,Portugal,inflation,Year,2040
Netzero,ROU,Romania,unemployment,Year,2040
Netzero,ROU,Romania,inflation,Year,2040
Netzero,RUS,Russia,unemployment,Year,2040
Netzero,RUS,Russia,inflation,Year,2040
Netzero,SGP,Singapore,unemployment,Year,2040
Netzero,SGP,Singapore,inflation,Year,2040
Netzero,SVK,Slovakia,unemployment,Year,2040
Netzero,SVK,Slovakia,inflation,Year,2040
Netzero,SVN,Slovenia,unemployment,Year,2040
Netzero,SVN,Slovenia,inflation,Year,2040
Netzero,ZAF,South Africa,unemployment,Year,2040
Netzero,ZAF,South Africa,inflation,Year,2040
Netzero,KOR,South Korea,unemployment,Year,2040
Netzero,KOR,South Korea,inflation,Year,2040
Netzero,ESP,Spain,unemployment,Year,2040
Netzero,ESP,Spain,inflation,Year,2040
Netzero,SWE,Sweden,unemployment,Year,2040
Netzero,SWE,Sweden,inflation,Year,2040
Netzero,CHE,Switzerland,unemployment,Year,2040
Netzero,CHE,Switzerland,inflation,Year,2040
Netzero,TWN,Taiwan,unemployment,Year,2040
Netzero,TWN,Taiwan,inflation,Year,2040
Netzero,GBR,United Kingdom,unemployment,Year,2040
Netzero,GBR,United Kingdom,inflation,Year,2040
Netzero,USA,United States,unemployment,Year,2040
Netzero,USA,United States,inflation,Year,2040
Netzero,VNM,Viet Nam,unemployment,Year,2040
Netzero,VNM,Viet Nam,inflation,Year,2040
Baseline,ARG,Argentina,unemployment,Year,2041
Baseline,ARG,Argentina,inflation,Year,2041
Baseline,AUS,Australia,unemployment,Year,2041
Baseline,AUS,Australia,inflation,Year,2041
Baseline,AUT,Austria,unemployment,Year,2041
Baseline,AUT,Austria,inflation,Year,2041
Baseline,BEL,Belgium,unemployment,Year,2041
Baseline,BEL,Belgium,inflation,Year,2041
Baseline,BRA,Brazil,unemployment,Year,2041
Baseline,BRA,Brazil,inflation,Year,2041
Baseline,BGR,Bulgaria,unemployment,Year,2041
Baseline,BGR,Bulgaria,inflation,Year,2041
Baseline,CAN,Canada,unemployment,Year,2041
Baseline,CAN,Canada,inflation,Year,2041
Baseline,CHL,Chile,unemployment,Year,2041
Baseline,CHL,Chile,inflation,Year,2041
Baseline,CHN,China,unemployment,Year,2041
Baseline,CHN,China,inflation,Year,2041
Baseline,HRV,Croatia,unemployment,Year,2041
Baseline,HRV,Croatia,inflation,Year,2041
Baseline,CZE,Czech Republic,unemployment,Year,2041
Baseline,CZE,Czech Republic,inflation,Year,2041
Baseline,DNK,Denmark,unemployment,Year,2041
Baseline,DNK,Denmark,inflation,Year,2041
Baseline,EGY,Egypt,unemployment,Year,2041
Baseline,EGY,Egypt,inflation,Year,2041
Baseline,EST,Estonia,unemployment,Year,2041
Baseline,EST,Estonia,inflation,Year,2041
Baseline,FIN,Finland,unemployment,Year,2041
Baseline,FIN,Finland,inflation,Year,2041
Baseline,FRA,France,unemployment,Year,2041
Baseline,FRA,France,inflation,Year,2041
Baseline,DEU,Germany,unemployment,Year,2041
Baseline,DEU,Germany,inflation,Year,2041
Baseline,GRC,Greece,unemployment,Year,2041
Baseline,GRC,Greece,inflation,Year,2041
Baseline,HKG,Hong Kong,unemployment,Year,2041
Baseline,HKG,Hong Kong,inflation,Year,2041
Baseline,HUN,Hungary,unemployment,Year,2041
Baseline,HUN,Hungary,inflation,Year,2041
Baseline,IND,India,unemployment,Year,2041
Baseline,IND,India,inflation,Year,2041
Baseline,IDN,Indonesia,unemployment,Year,2041
Baseline,IDN,Indonesia,inflation,Year,2041
Baseline,IRL,Ireland,unemployment,Year,2041
Baseline,IRL,Ireland,inflation,Year,2041
Baseline,ITA,Italy,unemployment,Year,2041
Baseline,ITA,Italy,inflation,Year,2041
Baseline,JPN,Japan,unemployment,Year,2041
Baseline,JPN,Japan,inflation,Year,2041
Baseline,LVA,Latvia,unemployment,Year,2041
Baseline,LVA,Latvia,inflation,Year,2041
Baseline,LTU,Lithuania,unemployment,Year,2041
Baseline,LTU,Lithuania,inflation,Year,2041
Baseline,MYS,Malaysia,unemployment,Year,2041
Baseline,MYS,Malaysia,inflation,Year,2041
Baseline,MEX,Mexico,unemployment,Year,2041
Baseline,MEX,Mexico,inflation,Year,2041
Baseline,NLD,Netherlands,unemployment,Year,2041
Baseline,NLD,Netherlands,inflation,Year,2041
Baseline,NZL,New Zealand,unemployment,Year,2041
Baseline,NZL,New Zealand,inflation,Year,2041
Baseline,NOR,Norway,unemployment,Year,2041
Baseline,NOR,Norway,inflation,Year,2041
Baseline,POL,Poland,unemployment,Year,2041
Baseline,POL,Poland,inflation,Year,2041
Baseline,PRT,Portugal,unemployment,Year,2041
Baseline,PRT,Portugal,inflation,Year,2041
Baseline,ROU,Romania,unemployment,Year,2041
Baseline,ROU,Romania,inflation,Year,2041
Baseline,RUS,Russia,unemployment,Year,2041
Baseline,RUS,Russia,inflation,Year,2041
Baseline,SGP,Singapore,unemployment,Year,2041
Baseline,SGP,Singapore,inflation,Year,2041
Baseline,SVK,Slovakia,unemployment,Year,2041
Baseline,SVK,Slovakia,inflation,Year,2041
Baseline,SVN,Slovenia,unemployment,Year,2041
Baseline,SVN,Slovenia,inflation,Year,2041
Baseline,ZAF,South Africa,unemployment,Year,2041
Baseline,ZAF,South Africa,inflation,Year,2041
Baseline,KOR,South Korea,unemployment,Year,2041
Baseline,KOR,South Korea,inflation,Year,2041
Baseline,ESP,Spain,unemployment,Year,2041
Baseline,ESP,Spain,inflation,Year,2041
Baseline,SWE,Sweden,unemployment,Year,2041
Baseline,SWE,Sweden,inflation,Year,2041
Baseline,CHE,Switzerland,unemployment,Year,2041
Baseline,CHE,Switzerland,inflation,Year,2041
Baseline,TWN,Taiwan,unemployment,Year,2041
Baseline,TWN,Taiwan,inflation,Year,2041
Baseline,GBR,United Kingdom,unemployment,Year,2041
Baseline,GBR,United Kingdom,inflation,Year,2041
Baseline,USA,United States,unemployment,Year,2041
Baseline,USA,United States,inflation,Year,2041
Baseline,VNM,Viet Nam,unemployment,Year,2041
Baseline,VNM,Viet Nam,inflation,Year,2041
Below2,ARG,Argentina,unemployment,Year,2041
Below2,ARG,Argentina,inflation,Year,2041
Below2,AUS,Australia,unemployment,Year,2041
Below2,AUS,Australia,inflation,Year,2041
Below2,AUT,Austria,unemployment,Year,2041
Below2,AUT,Austria,inflation,Year,2041
Below2,BEL,Belgium,unemployment,Year,2041
Below2,BEL,Belgium,inflation,Year,2041
Below2,BRA,Brazil,unemployment,Year,2041
Below2,BRA,Brazil,inflation,Year,2041
Below2,BGR,Bulgaria,unemployment,Year,2041
Below2,BGR,Bulgaria,inflation,Year,2041
Below2,CAN,Canada,unemployment,Year,2041
Below2,CAN,Canada,inflation,Year,2041
Below2,CHL,Chile,unemployment,Year,2041
Below2,CHL,Chile,inflation,Year,2041
Below2,CHN,China,unemployment,Year,2041
Below2,CHN,China,inflation,Year,2041
Below2,HRV,Croatia,unemployment,Year,2041
Below2,HRV,Croatia,inflation,Year,2041
Below2,CZE,Czech Republic,unemployment,Year,2041
Below2,CZE,Czech Republic,inflation,Year,2041
Below2,DNK,Denmark,unemployment,Year,2041
Below2,DNK,Denmark,inflation,Year,2041
Below2,EGY,Egypt,unemployment,Year,2041
Below2,EGY,Egypt,inflation,Year,2041
Below2,EST,Estonia,unemployment,Year,2041
Below2,EST,Estonia,inflation,Year,2041
Below2,FIN,Finland,unemployment,Year,2041
Below2,FIN,Finland,inflation,Year,2041
Below2,FRA,France,unemployment,Year,2041
Below2,FRA,France,inflation,Year,2041
Below2,DEU,Germany,unemployment,Year,2041
Below2,DEU,Germany,inflation,Year,2041
Below2,GRC,Greece,unemployment,Year,2041
Below2,GRC,Greece,inflation,Year,2041
Below2,HKG,Hong Kong,unemployment,Year,2041
Below2,HKG,Hong Kong,inflation,Year,2041
Below2,HUN,Hungary,unemployment,Year,2041
Below2,HUN,Hungary,inflation,Year,2041
Below2,IND,India,unemployment,Year,2041
Below2,IND,India,inflation,Year,2041
Below2,IDN,Indonesia,unemployment,Year,2041
Below2,IDN,Indonesia,inflation,Year,2041
Below2,IRL,Ireland,unemployment,Year,2041
Below2,IRL,Ireland,inflation,Year,2041
Below2,ITA,Italy,unemployment,Year,2041
Below2,ITA,Italy,inflation,Year,2041
Below2,JPN,Japan,unemployment,Year,2041
Below2,JPN,Japan,inflation,Year,2041
Below2,LVA,Latvia,unemployment,Year,2041
Below2,LVA,Latvia,inflation,Year,2041
Below2,LTU,Lithuania,unemployment,Year,2041
Below2,LTU,Lithuania,inflation,Year,2041
Below2,MYS,Malaysia,unemployment,Year,2041
Below2,MYS,Malaysia,inflation,Year,2041
Below2,MEX,Mexico,unemployment,Year,2041
Below2,MEX,Mexico,inflation,Year,2041
Below2,NLD,Netherlands,unemployment,Year,2041
Below2,NLD,Netherlands,inflation,Year,2041
Below2,NZL,New Zealand,unemployment,Year,2041
Below2,NZL,New Zealand,inflation,Year,2041
Below2,NOR,Norway,unemployment,Year,2041
Below2,NOR,Norway,inflation,Year,2041
Below2,POL,Poland,unemployment,Year,2041
Below2,POL,Poland,inflation,Year,2041
Below2,PRT,Portugal,unemployment,Year,2041
Below2,PRT,Portugal,inflation,Year,2041
Below2,ROU,Romania,unemployment,Year,2041
Below2,ROU,Romania,inflation,Year,2041
Below2,RUS,Russia,unemployment,Year,2041
Below2,RUS,Russia,inflation,Year,2041
Below2,SGP,Singapore,unemployment,Year,2041
Below2,SGP,Singapore,inflation,Year,2041
Below2,SVK,Slovakia,unemployment,Year,2041
Below2,SVK,Slovakia,inflation,Year,2041
Below2,SVN,Slovenia,unemployment,Year,2041
Below2,SVN,Slovenia,inflation,Year,2041
Below2,ZAF,South Africa,unemployment,Year,2041
Below2,ZAF,South Africa,inflation,Year,2041
Below2,KOR,South Korea,unemployment,Year,2041
Below2,KOR,South Korea,inflation,Year,2041
Below2,ESP,Spain,unemployment,Year,2041
Below2,ESP,Spain,inflation,Year,2041
Below2,SWE,Sweden,unemployment,Year,2041
Below2,SWE,Sweden,inflation,Year,2041
Below2,CHE,Switzerland,unemployment,Year,2041
Below2,CHE,Switzerland,inflation,Year,2041
Below2,TWN,Taiwan,unemployment,Year,2041
Below2,TWN,Taiwan,inflation,Year,2041
Below2,GBR,United Kingdom,unemployment,Year,2041
Below2,GBR,United Kingdom,inflation,Year,2041
Below2,USA,United States,unemployment,Year,2041
Below2,USA,United States,inflation,Year,2041
Below2,VNM,Viet Nam,unemployment,Year,2041
Below2,VNM,Viet Nam,inflation,Year,2041
Delayed transition,ARG,Argentina,unemployment,Year,2041
Delayed transition,ARG,Argentina,inflation,Year,2041
Delayed transition,AUS,Australia,unemployment,Year,2041
Delayed transition,AUS,Australia,inflation,Year,2041
Delayed transition,AUT,Austria,unemployment,Year,2041
Delayed transition,AUT,Austria,inflation,Year,2041
Delayed transition,BEL,Belgium,unemployment,Year,2041
Delayed transition,BEL,Belgium,inflation,Year,2041
Delayed transition,BRA,Brazil,unemployment,Year,2041
Delayed transition,BRA,Brazil,inflation,Year,2041
Delayed transition,BGR,Bulgaria,unemployment,Year,2041
Delayed transition,BGR,Bulgaria,inflation,Year,2041
Delayed transition,CAN,Canada,unemployment,Year,2041
Delayed transition,CAN,Canada,inflation,Year,2041
Delayed transition,CHL,Chile,unemployment,Year,2041
Delayed transition,CHL,Chile,inflation,Year,2041
Delayed transition,CHN,China,unemployment,Year,2041
Delayed transition,CHN,China,inflation,Year,2041
Delayed transition,HRV,Croatia,unemployment,Year,2041
Delayed transition,HRV,Croatia,inflation,Year,2041
Delayed transition,CZE,Czech Republic,unemployment,Year,2041
Delayed transition,CZE,Czech Republic,inflation,Year,2041
Delayed transition,DNK,Denmark,unemployment,Year,2041
Delayed transition,DNK,Denmark,inflation,Year,2041
Delayed transition,EGY,Egypt,unemployment,Year,2041
Delayed transition,EGY,Egypt,inflation,Year,2041
Delayed transition,EST,Estonia,unemployment,Year,2041
Delayed transition,EST,Estonia,inflation,Year,2041
Delayed transition,FIN,Finland,unemployment,Year,2041
Delayed transition,FIN,Finland,inflation,Year,2041
Delayed transition,FRA,France,unemployment,Year,2041
Delayed transition,FRA,France,inflation,Year,2041
Delayed transition,DEU,Germany,unemployment,Year,2041
Delayed transition,DEU,Germany,inflation,Year,2041
Delayed transition,GRC,Greece,unemployment,Year,2041
Delayed transition,GRC,Greece,inflation,Year,2041
Delayed transition,HKG,Hong Kong,unemployment,Year,2041
Delayed transition,HKG,Hong Kong,inflation,Year,2041
Delayed transition,HUN,Hungary,unemployment,Year,2041
Delayed transition,HUN,Hungary,inflation,Year,2041
Delayed transition,IND,India,unemployment,Year,2041
Delayed transition,IND,India,inflation,Year,2041
Delayed transition,IDN,Indonesia,unemployment,Year,2041
Delayed transition,IDN,Indonesia,inflation,Year,2041
Delayed transition,IRL,Ireland,unemployment,Year,2041
Delayed transition,IRL,Ireland,inflation,Year,2041
Delayed transition,ITA,Italy,unemployment,Year,2041
Delayed transition,ITA,Italy,inflation,Year,2041
Delayed transition,JPN,Japan,unemployment,Year,2041
Delayed transition,JPN,Japan,inflation,Year,2041
Delayed transition,LVA,Latvia,unemployment,Year,2041
Delayed transition,LVA,Latvia,inflation,Year,2041
Delayed transition,LTU,Lithuania,unemployment,Year,2041
Delayed transition,LTU,Lithuania,inflation,Year,2041
Delayed transition,MYS,Malaysia,unemployment,Year,2041
Delayed transition,MYS,Malaysia,inflation,Year,2041
Delayed transition,MEX,Mexico,unemployment,Year,2041
Delayed transition,MEX,Mexico,inflation,Year,2041
Delayed transition,NLD,Netherlands,unemployment,Year,2041
Delayed transition,NLD,Netherlands,inflation,Year,2041
Delayed transition,NZL,New Zealand,unemployment,Year,2041
Delayed transition,NZL,New Zealand,inflation,Year,2041
Delayed transition,NOR,Norway,unemployment,Year,2041
Delayed transition,NOR,Norway,inflation,Year,2041
Delayed transition,POL,Poland,unemployment,Year,2041
Delayed transition,POL,Poland,inflation,Year,2041
Delayed transition,PRT,Portugal,unemployment,Year,2041
Delayed transition,PRT,Portugal,inflation,Year,2041
Delayed transition,ROU,Romania,unemployment,Year,2041
Delayed transition,ROU,Romania,inflation,Year,2041
Delayed transition,RUS,Russia,unemployment,Year,2041
Delayed transition,RUS,Russia,inflation,Year,2041
Delayed transition,SGP,Singapore,unemployment,Year,2041
Delayed transition,SGP,Singapore,inflation,Year,2041
Delayed transition,SVK,Slovakia,unemployment,Year,2041
Delayed transition,SVK,Slovakia,inflation,Year,2041
Delayed transition,SVN,Slovenia,unemployment,Year,2041
Delayed transition,SVN,Slovenia,inflation,Year,2041
Delayed transition,ZAF,South Africa,unemployment,Year,2041
Delayed transition,ZAF,South Africa,inflation,Year,2041
Delayed transition,KOR,South Korea,unemployment,Year,2041
Delayed transition,KOR,South Korea,inflation,Year,2041
Delayed transition,ESP,Spain,unemployment,Year,2041
Delayed transition,ESP,Spain,inflation,Year,2041
Delayed transition,SWE,Sweden,unemployment,Year,2041
Delayed transition,SWE,Sweden,inflation,Year,2041
Delayed transition,CHE,Switzerland,unemployment,Year,2041
Delayed transition,CHE,Switzerland,inflation,Year,2041
Delayed transition,TWN,Taiwan,unemployment,Year,2041
Delayed transition,TWN,Taiwan,inflation,Year,2041
Delayed transition,GBR,United Kingdom,unemployment,Year,2041
Delayed transition,GBR,United Kingdom,inflation,Year,2041
Delayed transition,USA,United States,unemployment,Year,2041
Delayed transition,USA,United States,inflation,Year,2041
Delayed transition,VNM,Viet Nam,unemployment,Year,2041
Delayed transition,VNM,Viet Nam,inflation,Year,2041
Fragmented World,ARG,Argentina,unemployment,Year,2041
Fragmented World,ARG,Argentina,inflation,Year,2041
Fragmented World,AUS,Australia,unemployment,Year,2041
Fragmented World,AUS,Australia,inflation,Year,2041
Fragmented World,AUT,Austria,unemployment,Year,2041
Fragmented World,AUT,Austria,inflation,Year,2041
Fragmented World,BEL,Belgium,unemployment,Year,2041
Fragmented World,BEL,Belgium,inflation,Year,2041
Fragmented World,BRA,Brazil,unemployment,Year,2041
Fragmented World,BRA,Brazil,inflation,Year,2041
Fragmented World,BGR,Bulgaria,unemployment,Year,2041
Fragmented World,BGR,Bulgaria,inflation,Year,2041
Fragmented World,CAN,Canada,unemployment,Year,2041
Fragmented World,CAN,Canada,inflation,Year,2041
Fragmented World,CHL,Chile,unemployment,Year,2041
Fragmented World,CHL,Chile,inflation,Year,2041
Fragmented World,CHN,China,unemployment,Year,2041
Fragmented World,CHN,China,inflation,Year,2041
Fragmented World,HRV,Croatia,unemployment,Year,2041
Fragmented World,HRV,Croatia,inflation,Year,2041
Fragmented World,CZE,Czech Republic,unemployment,Year,2041
Fragmented World,CZE,Czech Republic,inflation,Year,2041
Fragmented World,DNK,Denmark,unemployment,Year,2041
Fragmented World,DNK,Denmark,inflation,Year,2041
Fragmented World,EGY,Egypt,unemployment,Year,2041
Fragmented World,EGY,Egypt,inflation,Year,2041
