"Model","Scenario","Region","Variable","Unit","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100"
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","CHE","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",554.1454,574.751688276532,584.662714429287,605.13960631776,622.603256061758,637.524978492947,650.574377115557,667.945017476562,682.566379616061,700.52617980955,728.317909323141,747.784152755417,763.199759076002,766.664751465448,766.544729171783,764.080555920695,771.865026779575
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","CHL","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",430.2798,467.628953783802,495.09234259101,529.419420803474,564.234340020494,600.073451065929,635.703469082782,676.394341317516,715.665660891803,756.822356156263,789.70164138114,825.279527979247,859.288362765602,882.923699161462,903.782856989465,924.084102894211,936.380313308957
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","CHN","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",20823.6472,25479.3475778222,29754.1974875555,33342.1426354672,35936.0671486137,38059.0730751569,39695.3537842949,41426.7798102764,42600.82747852,43532.9980682124,44410.6010045756,44407.6858013768,44497.6082059763,43787.2708565075,43263.8877116573,42885.8514999608,42455.4550328468
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","CIV","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",129.6194,165.361252334669,214.299956227417,276.949619684315,344.522840052774,412.500697880198,479.896619646485,557.794262003826,640.942133178369,748.375510881586,816.813026055156,937.180785108962,1022.23513559614,1151.68768234692,1248.66130886778,1388.54102546913,1498.40760868722
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","CMR","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",92.4572,104.610078215258,126.503101139052,158.487640441621,197.630004107497,241.578412335395,289.544866559558,348.395627278453,416.388987324923,506.420120132952,575.205669770615,686.197621913878,779.201427544359,911.956706398418,1024.92409373551,1178.71612229508,1313.08631104453
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","COD","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",94.7567,119.894353995569,148.734551760213,190.28704162054,251.94053423325,331.602498315081,429.13737388364,556.028054062464,712.096149550816,924.51244677842,1117.57211197836,1412.03804528776,1690.74213714466,2081.39414649622,2455.75255858544,2959.08798203922,3446.28166952495
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","COG","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",20.2952,21.738362467493,25.1607720652076,29.4215014236982,34.5603245130407,40.1806647184549,46.3102956519653,54.0695299983765,63.0231120181595,75.2716537309182,84.2997723753521,99.3879922177908,111.783986740721,129.839734380069,145.050841769425,165.839973674627,183.772956705961
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","COL","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",664.5907,746.958340963254,837.172430048892,937.92184564764,1055.76311569125,1180.00942364909,1299.13874185754,1437.36530361514,1566.45869584893,1696.19476419153,1799.9916872128,1906.17465152495,2011.7612414501,2091.47309877268,2168.1503721102,2250.71045041765,2317.43422450719
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","CRI","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",97.5938,111.058404365003,124.044317283825,138.857753530405,153.397250296688,167.086724008387,178.671914336654,191.86651843368,203.591646756754,214.69019691339,221.63832603281,228.153489029068,233.890301433507,236.271553313091,238.203132673431,240.713961711829,241.189497902377
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","CUB","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",72.6736,77.6327659045768,93.9812512197945,112.59308819313,137.594236130555,166.711837484863,197.250501349235,231.23070688731,264.26389576489,297.749905661814,327.151745877553,358.085004229862,390.238449262423,418.695680641227,447.377720257767,478.372932464257,506.64003912055
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","CYP","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",35.9265,39.8369322515896,44.6986084216687,48.9135873456741,52.421982084478,55.8836586068867,59.2128831268673,63.1964981601189,66.6494616820386,69.8688164327885,72.3805409181439,74.3219157078726,75.7931004810013,76.6114100511205,78.0722437344796,80.1310707087097,83.3040010543991
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","CZE","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",395.3227,398.721718756928,423.837335240378,444.046327161555,459.829097981144,475.95973374209,490.249433979968,509.482430786142,524.294756397831,536.400038382451,544.017658644388,547.180853039042,548.94841707559,546.768588216721,550.120662144758,554.915605433399,567.360846261693
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","DEU","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",4078.7929,4019.04380898798,4149.43582304284,4269.3645783323,4395.15928694603,4546.30604693877,4690.10403417352,4855.21248017696,4975.73773909337,5074.3036444538,5134.11570970687,5178.39541534602,5201.33876894432,5169.96563596572,5170.95306620624,5178.78330680741,5245.74559664382
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","DNK","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",304.8726,322.104480176933,338.686294506858,353.717828284204,366.619864803881,382.450032195854,399.894118330533,419.854761550241,437.230471570595,453.042808103665,464.535558406104,473.925393942723,482.133140873615,485.352138814819,490.994802875929,496.917014339268,508.554265100614
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","DOM","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",193.3939,232.108646981201,288.010498163604,337.79033374729,379.622724011499,416.499103361406,449.056055106995,486.699624305526,521.526809139525,557.219930950726,585.135648191475,615.586380911648,647.472785940004,673.239312614773,700.183777942716,731.357049857677,759.469665181027
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","DZA","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",437.6875,470.243916819097,485.393958217732,514.956924028637,542.380558287133,571.430024106544,606.485835509138,666.630066576189,744.136648338606,846.485772178804,949.031500668443,1068.70832539357,1190.36158521458,1325.65289806031,1469.48008762285,1652.62436509115,1848.20893283437
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","ECU","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",191.0012,193.594638134287,215.319234364603,236.016164128939,258.095338965081,282.390377034527,308.529827160566,342.029213994435,377.816252296672,417.330164611206,453.412101451059,492.817747881909,534.077830696072,570.765807205344,608.759213483519,649.789039631393,687.808823618996
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","EGY","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",1216.3115,1385.77388820006,1727.76368560269,2154.82331292236,2626.23615124997,3117.12758228481,3622.11241190938,4255.45485323916,4960.28093034694,5766.6641165861,6517.41859752883,7322.06902574913,8067.00842291839,8829.28958840193,9552.90997940476,10429.0177300403,11284.1514189778
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","ERI","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",5.8155,6.16435141587271,6.981626060835,8.45040076580445,10.6575714315752,13.455765115734,16.6910606124128,20.7170029915349,25.2243517402176,31.0703018773817,35.5104416466827,42.6543309902046,48.4434731591601,56.6442564281786,63.4614471858018,72.9434599570474,81.2592567377318
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","ESP","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",1626.5496,1767.88548688405,1844.28980307681,1942.85809596595,2047.87120333306,2164.53070926107,2281.20920277929,2422.83501295991,2537.4080977398,2627.73381792145,2678.27307767764,2706.26632084242,2722.60096934588,2717.33489549498,2735.038385737,2759.45379750683,2809.33214896379
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","EST","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",45.5961,45.8594363877618,53.7925406915072,58.7962644898235,61.8563372633835,63.8281998396293,65.3732403799444,66.8711101653824,68.2188620493216,69.2561630184406,69.4973138194478,69.251908099956,68.6619628998484,67.6257942745682,67.0507497634672,66.7328493053713,67.1263146880303
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","ETH","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",254.3372,320.166548080118,427.316178260943,567.421194457245,738.892712165243,936.979848564104,1158.06095485256,1429.47654244317,1739.96495253692,2150.03422453315,2473.34355749903,2980.38210686197,3402.17199898945,3991.51661284961,4486.64526737916,5157.13637849679,5737.44810690093
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","FIN","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",251.9178,255.768595981148,273.808552802073,290.115905576177,304.635057980387,320.320230467561,337.529745973867,356.534427498376,376.203398069877,395.904685166069,412.518952853174,426.587075625866,438.46479942906,447.624571118213,459.818870267242,473.235626905203,492.352065311009
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","FRA","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",2749.3065,2826.6760261311,2985.48695362684,3098.7055019446,3191.35492935886,3297.38689899087,3409.92126403176,3559.30271488322,3684.84850744139,3796.15125099308,3883.57677499129,3961.15141398958,4042.17735900477,4102.68996351819,4205.6113372682,4329.98221519215,4513.5897649548
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","GAB","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",30.2615,31.7364784037638,35.3375187523652,41.0605709829835,47.0188022305814,52.3503878791549,57.0080100320009,62.372801026586,67.9817295938423,75.669354642953,78.9632001875559,86.7702626054024,91.0028624478589,98.8249321945542,103.465315375006,111.375201409682,116.655068702144
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","GBR","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",2728.5081,2930.47726880379,3138.96304074994,3368.62876105905,3617.27620280991,3916.56884129539,4237.74605317772,4593.65893259368,4936.95768433425,5264.0889808539,5541.57408581355,5787.36136897594,6008.53346195077,6170.95062010661,6367.87006815274,6573.22460544539,6854.16626806734
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","GEO","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",50.2212,72.870336627649,93.9032322788025,114.496926352937,130.005116907727,140.183504700613,145.848941902502,148.973598928279,151.59670593943,152.538307970249,151.110879583705,150.276151232578,148.85066498803,147.921831946724,146.840556005657,146.920250385747,146.547774972706
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","GHA","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",160.8086,175.852446004961,215.564606545544,265.133408220031,322.002644807129,382.028926834609,444.463606340935,519.776650927801,604.258155373116,715.943130408879,792.262132938839,920.315103573369,1018.19121053739,1163.98846444042,1279.99163802531,1442.48988003793,1576.6582549566
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","GRC","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",279.8135,313.732957947428,338.545148495553,353.748319491495,368.904479288184,384.524843165729,398.724142103022,416.219335131657,428.408745741214,436.842779202861,439.486396896845,439.013970694551,436.465812547677,430.756307881677,429.204520878177,428.928257128285,433.014629648634
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","GTM","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",148.2861,165.506114000369,194.370993575901,223.491262090438,255.850371284705,291.869308007001,329.63357780699,375.486546943026,422.454673984439,472.01269994013,515.117538591257,560.67339417641,607.034997260026,647.272649740488,688.135881405139,732.194942189455,772.446737720247
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","HKG","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",370.2566,398.749124016715,435.131257269203,451.274885833435,449.023979291943,434.487647600678,413.501122071964,398.111645197054,379.516015643624,363.373486210146,351.987460676544,337.790161240497,327.163634392975,312.383678788454,300.224554194376,291.288830855895,283.90363314206
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","HND","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",53.3624,61.2912624240984,71.7785686941406,83.147864869233,96.9597960549377,113.642991429922,133.119587397184,158.386457437671,186.69909098874,219.267905997914,252.323610477061,289.230319210779,328.800658973721,366.704427640855,405.921143643542,448.541584904321,489.337039954737
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","HRV","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",111.2271,132.262965266365,146.667992177795,154.045499474993,156.016731555974,156.091767823666,154.936082498131,154.66000617016,152.933387894127,150.89679110272,148.011947921833,145.201642292138,142.633044890783,139.630911986072,138.660587436808,138.697458574953,141.189533270411
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","HTI","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",35.081,30.6998967029069,33.3387076721642,39.4757471746779,47.344868408027,57.3819410693771,69.8117697524323,86.5798339967818,106.872820387986,131.786073515847,158.76723757399,190.607818428762,227.32488557719,266.223234933797,309.70651145989,359.343344508233,411.027699550449
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","HUN","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",302.4031,324.416654303432,360.595879546836,385.119058076261,399.01715399582,408.89527817832,415.892087832858,424.482275027764,427.751580198787,427.545728030085,422.820096719258,415.575946336509,407.266372409148,396.272693230624,388.272092635161,381.589161906026,379.121891897821
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","IDN","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",2967.2769,3528.11474276311,4273.65104616462,4925.78317056182,5517.93909383998,6008.5495725009,6415.72885967092,6896.94455272272,7285.60902419199,7732.74836700863,8073.16517938011,8423.57052719659,8696.22350941221,8888.19198312319,9021.30202983197,9242.55348639241,9372.58910403169
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","IND","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",8405.4977,10972.6429677386,14385.0444198765,17165.0853243502,19787.1312383872,22310.0861410853,24909.6030407875,27721.4469704151,30558.2652193253,33492.8824599017,36197.237716361,38508.4741997874,40486.5673158127,41699.0272944867,42959.8497689835,43968.7155232584,45369.9449412665
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","IRL","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",453.1625,552.669578857446,614.336793760003,671.394254649738,735.921122589639,819.019537150055,912.324914854641,1006.3307869461,1088.37244851511,1158.32707439853,1207.64113964611,1241.6493991922,1265.76675033047,1278.26898313617,1298.63712991565,1320.65719983838,1354.64651570539
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","IRN","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",1189.0812,1271.47840649508,1326.64501867719,1404.09928232559,1445.09628871488,1458.93838756137,1456.80172087961,1487.85564505851,1533.05550822073,1602.95560081762,1649.36522766176,1697.92128203502,1727.62671191361,1759.64078931182,1786.5044270022,1844.83010291735,1900.33544788758
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","IRQ","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",371.2786,378.625443332124,409.702053499698,496.400856975388,675.743406574314,871.347559697437,1055.30914642739,1264.17986405422,1474.97108649468,1706.11346231765,1912.92373904014,2127.78919557999,2311.65790457875,2491.1744569721,2650.37674814346,2853.56999308632,3037.76202064764
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","ISL","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",17.4085,20.4847664769872,22.9875710137786,26.1585966651115,29.3271598500341,32.247290044362,34.9600774446003,37.3141131297604,39.5436063184986,41.8733704334667,44.4219650945853,46.2773884871086,47.7805868449417,48.5141591079422,48.9301876859342,49.0472593430625,49.7726109185793
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","ISR","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",328.7135,379.61236976582,426.624519337822,473.932963888571,519.078280409875,557.366227576607,586.177947500174,627.900402685431,674.249008994903,729.556515215507,776.270559624788,827.239262722175,870.710971387085,915.711930117222,957.085092221079,1013.55481255381,1067.13037234762
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","ITA","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",2171.2251,2290.74938814477,2349.26172236488,2418.79874707442,2475.30528375033,2543.70926216851,2605.62494270058,2686.19295131957,2728.53481560859,2750.7833793794,2745.37421400797,2731.69603950461,2713.092023469,2676.78405964491,2662.63720657103,2658.0622537822,2682.2833442723
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","JAM","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",27.2292,28.3486461080057,29.7254133328558,30.8382087842984,32.4922769198342,34.6684275991878,37.2501213996318,40.9286669143273,45.0646238187835,49.8244625858312,54.3204075503701,59.3774647449925,64.7716414682005,69.7522073226214,74.9995001421663,80.7896675036056,86.4671106872875
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","JOR","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",94.7359,98.2866437951818,107.051612604368,118.785804953243,133.120594138211,148.989984376065,166.122192561776,189.13178192962,215.189543727539,245.55140267697,274.204231571213,305.096861212449,333.807098260366,363.366206632931,391.124295787253,424.683681533368,456.564887717026
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","JPN","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",4746.2596,4829.80295019138,4927.71293168692,5008.64403658258,5059.77865149973,5090.24390702321,5100.6549704459,5127.20580276594,5074.27993706088,5004.16091252767,4954.68787744941,4899.54285820891,4888.1606770988,4846.2369734369,4830.54205873191,4827.76728754025,4846.13911441836
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","KAZ","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",458.9907,579.25698331594,662.513890149784,751.677648476684,836.42541428513,910.551290318258,975.945466435697,1039.52709290232,1118.47023198572,1202.14679562319,1283.43026665586,1379.618614517,1479.73672446004,1585.08340526377,1688.23445845572,1801.83815127695,1902.71719371903
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","KEN","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",222.0135,272.405486844776,339.426569317189,420.568886613715,515.136613079129,617.066494952083,724.535144485039,851.351689932574,993.41799213759,1177.05806185201,1305.35131898255,1514.74281507111,1676.52372322256,1908.50461988249,2094.43808699374,2351.67306629366,2567.37285172604
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","KGZ","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",30.3599,39.2787178072388,47.6215407110587,57.2991758749644,68.2414677953957,80.2933153327997,93.7687568978103,108.916702998302,127.097119003297,146.995541998045,167.479584734261,191.131015467262,216.090447079028,243.292988411473,270.923099573234,301.29463339244,330.324374850942
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","KHM","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",65.832,79.6978819894882,105.411176644809,135.149175902013,167.476668654003,202.619364800049,241.633294930568,288.639690749572,339.403472298309,399.899503009085,457.962149725787,518.463219050279,574.617674181873,626.528328948036,675.655708226909,732.456295776143,783.653810354932
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","KOR","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",2014.179,2165.89901637417,2333.66404466902,2423.97680846408,2443.87167552222,2414.59892517788,2362.10255403816,2316.71061005958,2239.94105573774,2186.77409453195,2107.17895453482,2035.00594198913,1946.8343697118,1850.35196549298,1752.23040949852,1676.2792304517,1596.505437231
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","KWT","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",180.7685,191.475178217785,200.861741750311,211.702342441483,220.666634876681,224.348081067724,224.117814097615,228.569118594697,231.161702799364,234.005939867625,230.999282031925,229.320485961109,226.239886540569,224.951439767234,223.144540948371,225.761647902705,226.572245058197
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","LBN","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",69.4867,60.6001426303306,64.2510071290941,69.1091219482497,74.8913333520051,81.3761385077068,88.3663221205869,98.057043317347,109.349441469071,122.741794652582,135.257567044962,148.828633591934,161.308273276254,173.908172884344,185.739790443823,199.611209152551,212.695672544521
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","LBY","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",98.5689,135.123739907118,145.007194326749,147.182934732477,158.657089017608,176.672831149001,199.055334410506,230.080259210096,265.399122119273,305.799004340913,343.730956761546,384.549108706334,422.896557500517,463.327982819471,502.153530485022,549.414618676671,595.251787420892
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","LKA","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",266.2904,241.334066420756,275.69505799851,309.034090114891,338.847722192149,365.406147912274,391.615959699588,425.342028022128,456.916743778522,495.794141663679,530.323015495811,568.192963260934,603.019042246918,635.506514922471,666.101249886995,704.505113336399,739.44239114658
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","LTU","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",99.3958,105.227103931153,118.083066692478,123.497718086899,124.969589143324,125.139157216847,124.009828762308,122.715285865859,120.733530018514,118.454910387273,115.833605915385,113.037069722036,110.176793447206,106.980417672615,105.135116383435,104.041968956443,104.658468178017
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","LUX","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",69.0034,71.462181050124,80.5194269094034,84.8768196314939,86.7390742050268,87.3589188242721,87.6556245394476,88.3651628076672,88.4235008501374,88.2346463931461,87.3389475997537,86.0293554985585,84.5236860644015,82.4964117605782,81.1276238776173,80.0743454517074,80.0722189875837
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","LVA","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",53.7674,57.9298546173279,62.6992805451212,66.0954682041523,67.9046241918339,68.9411035765061,70.1529446870008,71.3807589639235,72.5409150154004,73.764361666323,74.5395638072106,75.1145330202676,75.6323344609194,75.8564759700148,76.7922624650829,78.1590058565193,80.7726917782739
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","MAR","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",265.2957,291.396589869479,324.696457130905,367.63996375476,411.302121897047,454.599062609794,499.853014277455,562.627067634904,637.674079905348,729.238759548536,817.655355668623,916.808038265654,1013.15588814919,1116.74127654744,1220.22482208824,1346.11824660323,1474.71033224731
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","MDA","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",30.1724,37.2310406406012,46.9843715393094,55.9287008539276,63.0158201406036,68.2518124910641,71.9858178318887,74.7974940378636,77.6524843584358,79.74764227517,80.6661616638183,81.7444291795141,82.4741101361953,83.1847642468544,83.3395187789512,83.893324083285,83.9872323571419
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","MEX","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",2331.3964,2485.00169683665,2763.85979450823,3007.1642816536,3244.67819287681,3484.20839490494,3713.48708075179,3996.86526959026,4249.91236352867,4502.74238130169,4691.06080536839,4892.68225167179,5094.63357191086,5237.30536959233,5373.80566782559,5518.40915325131,5614.28992734017
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","MKD","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",32.2109,34.6985872372394,39.5590563959137,44.131326017439,48.3869774746872,52.4758110363812,56.3764851267147,60.7593090517904,64.7193874818737,69.6256219025028,76.0745156841359,82.104889951662,87.9702662847938,92.3935954695947,96.4663203936714,99.8501651171313,105.047592478485
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","MLI","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",42.7941,48.4014299850356,59.8294905725206,77.8358786893989,101.457323576924,129.806128541797,162.314204957284,203.481380486124,250.598530281075,312.884343086428,361.45924302867,439.312973866871,502.97521427618,595.454461704736,673.885586825647,784.638835228738,879.762156913863
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","MLT","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",22.2691,27.0107813470635,31.3349537114198,34.783717227413,36.7452467578908,38.0545683321802,38.8539844047102,39.7938475570366,40.2620612193547,40.3099712009083,39.9585539032123,39.2473019921102,38.3287436801083,37.0524812781483,36.1442580863163,35.5402799769391,35.5487807513623
"Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)]","Current Policies","MMR","GDP|PPP|including medium chronic physical risk damage estimate","billion US$2010/yr",248.1799,209.571178934832,238.048236649336,270.767134971831,302.597451492407,334.023978722982,367.112862660808,410.042766490265,452.164697703921,503.672768797786,553.013207102444,607.465035757702,658.475939015633,705.097868435688,749.634329494915,804.667062838584,857.014462203452
