Scenario,Country,partner,partner_iso,Year,inflation,unemployment
Below 2C,Viet Nam,Viet Nam,VNM,2026,0.5257806777954102,0.13288476069768265
Delayed transition,Argentina,Argentina,ARG,2026,0.09256029129028316,0.0972159703572591
Delayed transition,Australia,Australia,AUS,2026,0.04449494679768876,-0.006827195485432866
Delayed transition,Austria,Austria,AUT,2026,0.0690845449765523,-0.016971111297607366
Delayed transition,Belgium,Belgium,BEL,2026,0.057192703088124526,-0.13224323590596518
Delayed transition,Brazil,Brazil,BRA,2026,0.10602869590123493,0.1593108971913655
Delayed transition,Bulgaria,Bulgaria,BGR,2026,0.07031494503219916,0.08203097184499099
Delayed transition,Canada,Canada,CAN,2026,-0.18636353810628256,0.21809256076812744
Delayed transition,Chile,Chile,CHL,2026,0.059417188167572,0.060770710309346464
Delayed transition,China,China,CHN,2026,0.3067785104115804,-0.34065314133961994
Delayed transition,Croatia,Croatia,HRV,2026,0.0690185129642486,0.0894490083058675
Delayed transition,Czech Republic,Czech Republic,CZE,2026,0.04713332653045651,0.627853512763977
Delayed transition,Denmark,Denmark,DNK,2026,0.047156304121017435,-0.009513338406880633
Delayed transition,Egypt,Egypt,EGY,2026,0.12606064478556314,0.1534536679585775
Delayed transition,Estonia,Estonia,EST,2026,0.03412398695945737,-0.0013859272003173665
Delayed transition,Finland,Finland,FIN,2026,-0.08768044908841448,0.025220791498819933
Delayed transition,France,France,FRA,2026,0.10474207003911333,-0.12029067675272624
Delayed transition,Germany,Germany,DEU,2026,0.06825752059618627,-0.0378278295199076
Delayed transition,Greece,Greece,GRC,2026,-0.0649499197800954,0.24297618865966797
Delayed transition,Hong Kong,Hong Kong,HKG,2026,0.08447697758674616,0.15021568536758423
Delayed transition,Hungary,Hungary,HUN,2026,0.055532395839691134,0.7375686566034952
Delayed transition,India,India,IND,2026,0.05112963914871207,0.1499898831049601
Delayed transition,Indonesia,Indonesia,IDN,2026,0.07902471224466956,0.14430058002471924
Delayed transition,Ireland,Ireland,IRL,2026,0.10926687717437744,-0.033067305882771764
Delayed transition,Italy,Italy,ITA,2026,0.03396179278691603,0.0442257722218831
Delayed transition,Japan,Japan,JPN,2026,-0.0203909277915954,0.08364598949750261
Delayed transition,Latvia,Latvia,LVA,2026,0.0692848761876424,0.0034585396448770667
Delayed transition,Lithuania,Lithuania,LTU,2026,0.0593855182329813,0.017280578613281233
Delayed transition,Malaysia,Malaysia,MYS,2026,-0.11288106441497807,0.1266812284787496
Delayed transition,Mexico,Mexico,MEX,2026,0.08328719933827713,0.1383824348449707
Delayed transition,Netherlands,Netherlands,NLD,2026,0.042855362097422196,0.022579669952392568
Delayed transition,New Zealand,New Zealand,NZL,2026,0.05422592163085934,0.06383927663167314
Delayed transition,Norway,Norway,NOR,2026,0.029539346694946265,0.00020072857538853332
Delayed transition,Poland,Poland,POL,2026,0.06473237276077266,0.4415157636006673
Delayed transition,Portugal,Portugal,PRT,2026,0.03291969497998547,-0.06065428256988523
Delayed transition,Romania,Romania,ROU,2026,0.1024589737256368,-0.06315221389134719
Delayed transition,Russia,Russia,RUS,2026,-0.005799134572346966,-5.6624412536592444e-05
Delayed transition,Singapore,Singapore,SGP,2026,0.05729842185974116,0.15347655614217123
Delayed transition,Slovakia,Slovakia,SVK,2026,0.021696875492731665,0.0647453864415486
Delayed transition,Slovenia,Slovenia,SVN,2026,0.08618709941705065,0.07056192557017006
Delayed transition,South Africa,South Africa,ZAF,2026,-0.07389640808105463,0.1176455815633138
Delayed transition,South Korea,South Korea,KOR,2026,0.07618147134780877,0.08560840288798015
Delayed transition,Spain,Spain,ESP,2026,0.07564332087834673,-0.0285068353017171
Delayed transition,Sweden,Sweden,SWE,2026,0.041133443514505964,-0.013393640518188433
Delayed transition,Switzerland,Switzerland,CHE,2026,0.06507564584414163,0.06865553061167394
Delayed transition,Taiwan,Taiwan,TWN,2026,0.06764422853787737,0.11601980527242023
Delayed transition,Turkey,Turkey,TUR,2026,0.10891524950663249,0.08548990885416663
Delayed transition,United Kingdom,United Kingdom,GBR,2026,0.1139002839724223,0.10446111361185706
Delayed transition,United States,United States,USA,2026,0.1287533442179362,-0.026391943295796666
Delayed transition,Viet Nam,Viet Nam,VNM,2026,0.10624249776204427,0.15969765186309814
Fragmented World,Argentina,Argentina,ARG,2026,0.09336535135904944,0.09686422348022455
Fragmented World,Australia,Australia,AUS,2026,0.04485040903091423,-0.006615360577901168
Fragmented World,Austria,Austria,AUT,2026,0.0695181886355082,-0.0170750220616658
Fragmented World,Belgium,Belgium,BEL,2026,0.057665745417276974,-0.1329749822616577
Fragmented World,Brazil,Brazil,BRA,2026,0.10698542992273967,0.15852367877960208
Fragmented World,Bulgaria,Bulgaria,BGR,2026,0.07090044394135474,0.08157388369242347
Fragmented World,Canada,Canada,CAN,2026,-0.18803306420644125,0.21838438510894775
Fragmented World,Chile,Chile,CHL,2026,0.05992621183395384,0.06045838197072343
Fragmented World,China,China,CHN,2026,0.3094843327999115,-0.3423437277475993
Fragmented World,Croatia,Croatia,HRV,2026,0.06959347923596693,0.0889484087626139
Fragmented World,Czech Republic,Czech Republic,CZE,2026,0.047517548004786136,0.6318294604619344
Fragmented World,Denmark,Denmark,DNK,2026,0.04756845037142434,-0.009486675262451132
Fragmented World,Egypt,Egypt,EGY,2026,0.1270937124888102,0.1527385711669922
Fragmented World,Estonia,Estonia,EST,2026,0.034491514166196134,-0.0014020601908365001
Fragmented World,Finland,Finland,FIN,2026,-0.08852531512578322,0.025087515513102166
Fragmented World,France,France,FRA,2026,0.10559776425361633,-0.1208633581797282
Fragmented World,Germany,Germany,DEU,2026,0.06880769133567803,-0.03785671790440873
Fragmented World,Greece,Greece,GRC,2026,-0.06564915676911666,0.2444740136464437
Fragmented World,Hong Kong,Hong Kong,HKG,2026,0.08518112699190773,0.14941962560017905
Fragmented World,Hungary,Hungary,HUN,2026,0.055988490581512396,0.7421320279439291
Fragmented World,India,India,IND,2026,0.05155801773071286,0.14937829971313477
Fragmented World,Indonesia,Indonesia,IDN,2026,0.079685091972351,0.14364310105641684
Fragmented World,Ireland,Ireland,IRL,2026,0.11038427551587422,-0.03283878167470294
Fragmented World,Italy,Italy,ITA,2026,0.03412393728892007,0.04439187049865717
Fragmented World,Japan,Japan,JPN,2026,-0.020564526319503732,0.0849810640017191
Fragmented World,Latvia,Latvia,LVA,2026,0.06987690925598143,0.0034155050913492664
Fragmented World,Lithuania,Lithuania,LTU,2026,0.059881856044133465,0.017192920049031533
Fragmented World,Malaysia,Malaysia,MYS,2026,-0.11404067277908327,0.12667340040206912
Fragmented World,Mexico,Mexico,MEX,2026,0.08406362930933631,0.1377364993095398
Fragmented World,Netherlands,Netherlands,NLD,2026,0.0432260930538177,0.023003180821736635
Fragmented World,New Zealand,New Zealand,NZL,2026,0.05468088388442987,0.06348272164662673
Fragmented World,Norway,Norway,NOR,2026,0.02978014945983883,0.00018185377120966668
Fragmented World,Poland,Poland,POL,2026,0.0652722318967183,0.44428495566050213
Fragmented World,Portugal,Portugal,PRT,2026,0.03305787841478977,-0.061284899711608866
Fragmented World,Romania,Romania,ROU,2026,0.1032349665959676,-0.06361486514409377
Fragmented World,Russia,Russia,RUS,2026,-0.0057522654533386,-5.1756699879958205e-05
Fragmented World,Singapore,Singapore,SGP,2026,0.057779143253962134,0.15266013145446777
Fragmented World,Slovakia,Slovakia,SVK,2026,0.021868735551834103,0.06439280509948724
Fragmented World,Slovenia,Slovenia,SVN,2026,0.08690216640631354,0.07006959120432533
Fragmented World,South Africa,South Africa,ZAF,2026,-0.07467397054036452,0.1180272102355957
Fragmented World,South Korea,South Korea,KOR,2026,0.0768450796604156,0.08501444260279334
Fragmented World,Spain,Spain,ESP,2026,0.0762326021989186,-0.028709808985392198
Fragmented World,Sweden,Sweden,SWE,2026,0.041470229625701835,-0.013457775115966733
Fragmented World,Switzerland,Switzerland,CHE,2026,0.0656260251998901,0.06828784942626953
Fragmented World,Taiwan,Taiwan,TWN,2026,0.06821634372075393,0.11541793743769331
Fragmented World,Turkey,Turkey,TUR,2026,0.1098180611928304,0.08489100138346355
Fragmented World,United Kingdom,United Kingdom,GBR,2026,0.11481414238611858,0.10518062114715572
Fragmented World,United States,United States,USA,2026,0.12924771507581073,-0.026339590549468966
Fragmented World,Viet Nam,Viet Nam,VNM,2026,0.10713601112365721,0.15885210037231445
Nationally Determined Contributions (NDCs),Argentina,Argentina,ARG,2026,0.1992189089457194,0.07214609781901037
Nationally Determined Contributions (NDCs),Australia,Australia,AUS,2026,0.3022732138633728,0.011721134185790967
Nationally Determined Contributions (NDCs),Austria,Austria,AUT,2026,0.22183008988698324,-0.015219449996948166
Nationally Determined Contributions (NDCs),Belgium,Belgium,BEL,2026,0.11536816755930579,-0.16670199235280356
Nationally Determined Contributions (NDCs),Brazil,Brazil,BRA,2026,0.2973119020462036,0.15816922982533774
Nationally Determined Contributions (NDCs),Bulgaria,Bulgaria,BGR,2026,0.17191010589400932,0.0408785740534464
Nationally Determined Contributions (NDCs),Canada,Canada,CAN,2026,0.205495814482371,0.2663069566090902
Nationally Determined Contributions (NDCs),Chile,Chile,CHL,2026,0.14590640862782792,0.052012324333190835
Nationally Determined Contributions (NDCs),China,China,CHN,2026,0.25893041491508484,-0.33427639802296955
Nationally Determined Contributions (NDCs),Croatia,Croatia,HRV,2026,0.17087873816490176,0.05664006868998204
Nationally Determined Contributions (NDCs),Czech Republic,Czech Republic,CZE,2026,0.13786144057909644,0.7353431383768717
Nationally Determined Contributions (NDCs),Denmark,Denmark,DNK,2026,0.08472665150960283,-0.036228338877359996
Nationally Determined Contributions (NDCs),Egypt,Egypt,EGY,2026,-0.0045110384623209265,0.1869703928629557
Nationally Determined Contributions (NDCs),Estonia,Estonia,EST,2026,0.1112061887979507,-0.0221640268961588
Nationally Determined Contributions (NDCs),Finland,Finland,FIN,2026,-0.03955530126889547,0.030148824055989534
Nationally Determined Contributions (NDCs),France,France,FRA,2026,0.05243090788523353,-0.06393504142761226
Nationally Determined Contributions (NDCs),Germany,Germany,DEU,2026,0.16982276240984598,-0.041733463605244936
Nationally Determined Contributions (NDCs),Greece,Greece,GRC,2026,0.20139274001121513,0.16789444287618002
Nationally Determined Contributions (NDCs),Hong Kong,Hong Kong,HKG,2026,0.18812063336372375,0.11778412262598674
Nationally Determined Contributions (NDCs),Hungary,Hungary,HUN,2026,0.06410693128903704,0.758328914642334
Nationally Determined Contributions (NDCs),India,India,IND,2026,0.1826752225557963,0.15122536818186444
Nationally Determined Contributions (NDCs),Indonesia,Indonesia,IDN,2026,0.17222281297047934,0.12313266595204674
Nationally Determined Contributions (NDCs),Ireland,Ireland,IRL,2026,0.15781814853350323,0.039868831634521505
Nationally Determined Contributions (NDCs),Italy,Italy,ITA,2026,0.12243342399597164,0.1170979340871175
Nationally Determined Contributions (NDCs),Japan,Japan,JPN,2026,0.0913856526215871,0.07923579216003414
Nationally Determined Contributions (NDCs),Latvia,Latvia,LVA,2026,0.14079451560974118,0.00418221950531
Nationally Determined Contributions (NDCs),Lithuania,Lithuania,LTU,2026,0.11624640226364132,-0.009678443272908533
Nationally Determined Contributions (NDCs),Malaysia,Malaysia,MYS,2026,-0.08581902583440143,0.11682363351186116
Nationally Determined Contributions (NDCs),Mexico,Mexico,MEX,2026,0.23939702908198038,0.15498330195744828
Nationally Determined Contributions (NDCs),Netherlands,Netherlands,NLD,2026,0.11901519695917763,-0.09031641483306883
Nationally Determined Contributions (NDCs),New Zealand,New Zealand,NZL,2026,0.16186187664667767,0.07194352149963373
Nationally Determined Contributions (NDCs),Norway,Norway,NOR,2026,0.1332595547040303,-0.0049449801445006665
Nationally Determined Contributions (NDCs),Poland,Poland,POL,2026,0.11923327048619588,0.47063732147216797
Nationally Determined Contributions (NDCs),Portugal,Portugal,PRT,2026,0.07227402925491329,-0.09478608767191564
Nationally Determined Contributions (NDCs),Romania,Romania,ROU,2026,0.21855312585830688,-0.1074649890263875
Nationally Determined Contributions (NDCs),Russia,Russia,RUS,2026,0.31091652313868207,-0.0030721823374430003
Nationally Determined Contributions (NDCs),Singapore,Singapore,SGP,2026,0.31063827872276306,0.08214081327120461
Nationally Determined Contributions (NDCs),Slovakia,Slovakia,SVK,2026,0.22091467181841531,0.0374555190404256
Nationally Determined Contributions (NDCs),Slovenia,Slovenia,SVN,2026,0.0970989018678665,0.08733749389648433
Nationally Determined Contributions (NDCs),South Africa,South Africa,ZAF,2026,0.1469719807306926,0.0901230176289876
Nationally Determined Contributions (NDCs),South Korea,South Korea,KOR,2026,0.24408206343650818,0.07406602303187047
Nationally Determined Contributions (NDCs),Spain,Spain,ESP,2026,0.09265268842379247,-0.012400865554809565
Nationally Determined Contributions (NDCs),Sweden,Sweden,SWE,2026,0.11783822377522783,-0.011661847432454367
Nationally Determined Contributions (NDCs),Switzerland,Switzerland,CHE,2026,0.1107836663722992,0.0756621360778808
Nationally Determined Contributions (NDCs),Taiwan,Taiwan,TWN,2026,0.14493985970815024,0.11038575569788613
Nationally Determined Contributions (NDCs),Turkey,Turkey,TUR,2026,0.20619106292724607,0.0823248227437337
Nationally Determined Contributions (NDCs),United Kingdom,United Kingdom,GBR,2026,0.13185379902521766,0.3285591999689738
Nationally Determined Contributions (NDCs),United States,United States,USA,2026,0.3341529270013173,0.14727298418680823
Nationally Determined Contributions (NDCs),Viet Nam,Viet Nam,VNM,2026,0.37605297565460205,0.10149258375167847
Net Zero 2050,Argentina,Argentina,ARG,2026,0.4923286437988281,0.021087725957234637
Net Zero 2050,Australia,Australia,AUS,2026,0.47567113240559894,0.08235530058542884
Net Zero 2050,Austria,Austria,AUT,2026,0.3680780331293742,-0.04852163791656491
Net Zero 2050,Belgium,Belgium,BEL,2026,0.2165466547012329,-0.31450088818868
Net Zero 2050,Brazil,Brazil,BRA,2026,0.5999827782313029,0.1357547442118327
Net Zero 2050,Bulgaria,Bulgaria,BGR,2026,0.47802434240778285,-0.018277247746785467
Net Zero 2050,Canada,Canada,CAN,2026,0.5115521351496378,0.35308122634887695
Net Zero 2050,Chile,Chile,CHL,2026,0.1202331185340881,0.0002396901448568009
Net Zero 2050,China,China,CHN,2026,2.1537258426348367,-0.42252250512441
Net Zero 2050,Croatia,Croatia,HRV,2026,0.4963471591472626,0.0008579095204671663
Net Zero 2050,Czech Republic,Czech Republic,CZE,2026,0.1773855586846669,0.7527701059977213
Net Zero 2050,Denmark,Denmark,DNK,2026,0.15616042415301004,-0.09144973754882812
Net Zero 2050,Egypt,Egypt,EGY,2026,0.7660640875498453,0.20967062314351395
Net Zero 2050,Estonia,Estonia,EST,2026,0.3274569014708201,-0.033342083295186335
Net Zero 2050,Finland,Finland,FIN,2026,0.03696143627166746,0.03446634610493973
Net Zero 2050,France,France,FRA,2026,0.05003122488657633,0.008963982264200832
Net Zero 2050,Germany,Germany,DEU,2026,0.2170181175072988,-0.048254112402598
Net Zero 2050,Greece,Greece,GRC,2026,0.4279597798983256,0.23337348302205405
Net Zero 2050,Hong Kong,Hong Kong,HKG,2026,1.1618740856647491,0.028533776601155567
Net Zero 2050,Hungary,Hungary,HUN,2026,0.017559160788853934,0.6716947555541992
Net Zero 2050,India,India,IND,2026,0.32791052261988324,0.13644965489705405
Net Zero 2050,Indonesia,Indonesia,IDN,2026,0.19270110130310059,0.07817232608795163
Net Zero 2050,Ireland,Ireland,IRL,2026,0.3982893427213033,0.007785479227701865
Net Zero 2050,Italy,Italy,ITA,2026,0.22028395533561707,0.18101231257120767
Net Zero 2050,Japan,Japan,JPN,2026,0.0868979493776957,0.07395006219546
Net Zero 2050,Latvia,Latvia,LVA,2026,0.48427548011144,-0.03040067354838047
Net Zero 2050,Lithuania,Lithuania,LTU,2026,0.34533655643463135,-0.07059566179911288
Net Zero 2050,Malaysia,Malaysia,MYS,2026,0.12480151653289794,0.09566158056259154
Net Zero 2050,Mexico,Mexico,MEX,2026,0.4797288378079732,0.17638522386550903
Net Zero 2050,Netherlands,Netherlands,NLD,2026,0.08650057514508568,-0.017341256141662566
Net Zero 2050,New Zealand,New Zealand,NZL,2026,0.13819766044616696,0.0436070561408996
Net Zero 2050,Norway,Norway,NOR,2026,0.27890058358510333,-0.0170130133628845
Net Zero 2050,Poland,Poland,POL,2026,0.15517336130142212,0.4343121449152629
Net Zero 2050,Portugal,Portugal,PRT,2026,0.07849973440170284,-0.16696250438690183
Net Zero 2050,Romania,Romania,ROU,2026,0.3115231394767761,-0.20784459511439005
Net Zero 2050,Russia,Russia,RUS,2026,0.712615450223287,-0.05023018519083653
Net Zero 2050,Singapore,Singapore,SGP,2026,1.370197703440984,-0.0475505193074544
Net Zero 2050,Slovakia,Slovakia,SVK,2026,0.48016690587004024,-0.029738187789916964
Net Zero 2050,Slovenia,Slovenia,SVN,2026,0.4382600088914235,0.06233902772267653
Net Zero 2050,South Africa,South Africa,ZAF,2026,0.12450762589772542,0.051945368448893164
Net Zero 2050,South Korea,South Korea,KOR,2026,0.27117909987767536,0.014644920825958233
Net Zero 2050,Spain,Spain,ESP,2026,-0.0016653239727020333,0.10873031616210938
Net Zero 2050,Sweden,Sweden,SWE,2026,0.21724011500676474,-0.013301134109497034
Net Zero 2050,Switzerland,Switzerland,CHE,2026,0.08081062634785964,0.08383140961329137
Net Zero 2050,Taiwan,Taiwan,TWN,2026,0.20926479498545328,0.09373331069946284
Net Zero 2050,Turkey,Turkey,TUR,2026,0.4399651686350505,0.0346900622049967
Net Zero 2050,United Kingdom,United Kingdom,GBR,2026,0.14363499482472733,0.6398301124572754
Net Zero 2050,United States,United States,USA,2026,0.6426188051700592,0.49320218960444134
Net Zero 2050,Viet Nam,Viet Nam,VNM,2026,1.4429322878519695,0.0457927584648132
Below 2C,Argentina,Argentina,ARG,2027,0.1529524326324463,0.06890241305033364
Below 2C,Australia,Australia,AUS,2027,0.23164470990498862,0.021625479062398232
Below 2C,Austria,Austria,AUT,2027,0.1714183489481608,-0.027455131212870233
Below 2C,Belgium,Belgium,BEL,2027,0.06964161992073054,-0.2476948102315267
Below 2C,Brazil,Brazil,BRA,2027,0.256827970345815,0.15558290481567383
Below 2C,Bulgaria,Bulgaria,BGR,2027,0.16825000445048013,0.05980404218037919
Below 2C,Canada,Canada,CAN,2027,0.029458622137705465,0.33281389872233075
Below 2C,Chile,Chile,CHL,2027,0.045559108257293666,0.04178003470102943
Below 2C,China,China,CHN,2027,0.8205601374308268,-0.3765331506729126
Below 2C,Croatia,Croatia,HRV,2027,0.15901511907577517,0.05398782094319657
Below 2C,Czech Republic,Czech Republic,CZE,2027,0.06905032197634377,0.6501240332921346
Below 2C,Denmark,Denmark,DNK,2027,0.08360773324966427,-0.051594336827595975
Below 2C,Egypt,Egypt,EGY,2027,0.15029001235961914,0.16073155403137207
Below 2C,Estonia,Estonia,EST,2027,0.08508503437042232,-0.0057134628295897995
Below 2C,Finland,Finland,FIN,2027,-0.09090197086334223,0.016199787457783967
Below 2C,France,France,FRA,2027,0.07619671026865636,-0.12788363297780356
Below 2C,Germany,Germany,DEU,2027,0.10631213585535683,-0.05134298404057817
Below 2C,Greece,Greece,GRC,2027,0.010418742895126334,0.15258638064066568
Below 2C,Hong Kong,Hong Kong,HKG,2027,0.41774023572603863,0.10512624184290568
Below 2C,Hungary,Hungary,HUN,2027,0.017585555712381934,0.6683185895284017
Below 2C,India,India,IND,2027,0.1270153323809306,0.13911926746368408
Below 2C,Indonesia,Indonesia,IDN,2027,0.1389700174331665,0.12494730949401857
Below 2C,Ireland,Ireland,IRL,2027,0.13432329893112183,-0.05002864201863603
Below 2C,Italy,Italy,ITA,2027,0.07098813851674393,0.040571530659993464
Below 2C,Japan,Japan,JPN,2027,-0.017314463853836,-0.015000859896341966
Below 2C,Latvia,Latvia,LVA,2027,0.13683279355367023,-0.0054525931676228665
Below 2C,Lithuania,Lithuania,LTU,2027,0.08818203210830683,0.003146608670552567
Below 2C,Malaysia,Malaysia,MYS,2027,-0.09710075457890827,0.07024554411570226
Below 2C,Mexico,Mexico,MEX,2027,0.1687210897604625,0.13750362396240232
Below 2C,Netherlands,Netherlands,NLD,2027,0.016286184390385934,-0.038819471995035736
Below 2C,New Zealand,New Zealand,NZL,2027,0.0694772005081176,0.050336738427480036
Below 2C,Norway,Norway,NOR,2027,0.09084518750508623,0.0039460261662801
Below 2C,Poland,Poland,POL,2027,0.0583642721176147,0.39489630858103436
Below 2C,Portugal,Portugal,PRT,2027,0.06630402803421016,-0.18006277084350583
Below 2C,Romania,Romania,ROU,2027,0.16009336709976196,-0.0499784350395202
Below 2C,Russia,Russia,RUS,2027,0.38419373830159503,0.03735129038492837
Below 2C,Singapore,Singapore,SGP,2027,0.44637370109558105,0.09490794936815895
Below 2C,Slovakia,Slovakia,SVK,2027,0.13493555784225464,0.0362070004145304
Below 2C,Slovenia,Slovenia,SVN,2027,0.1824043492476146,0.054751714070638
Below 2C,South Africa,South Africa,ZAF,2027,-0.020885984102884864,0.06762504577636713
Below 2C,South Korea,South Korea,KOR,2027,0.11034274101257323,0.0664225021998087
Below 2C,Spain,Spain,ESP,2027,0.08665230870246883,-0.06390015284220373
Below 2C,Sweden,Sweden,SWE,2027,0.06938203175862623,-0.023821433385213166
Below 2C,Switzerland,Switzerland,CHE,2027,0.018211096525192202,0.05938673019409177
Below 2C,Taiwan,Taiwan,TWN,2027,0.062186549107233625,0.09920422236124675
Below 2C,Turkey,Turkey,TUR,2027,0.2012862761815389,0.071969191233317
Below 2C,United Kingdom,United Kingdom,GBR,2027,0.029834131399790433,0.14714225133260092
Below 2C,United States,United States,USA,2027,0.24671409527460733,0.1207314332326253
Below 2C,Viet Nam,Viet Nam,VNM,2027,0.5081284443537394,0.1113971670468648
Delayed transition,Argentina,Argentina,ARG,2027,0.09203004837036129,0.0766506989796956
Delayed transition,Australia,Australia,AUS,2027,0.048377116521199505,-0.021160205205281533
Delayed transition,Austria,Austria,AUT,2027,0.09026636679967241,-0.016089042027791333
Delayed transition,Belgium,Belgium,BEL,2027,0.05712819099426267,-0.13125773270924887
Delayed transition,Brazil,Brazil,BRA,2027,0.10598868131637573,0.13881516456604004
Delayed transition,Bulgaria,Bulgaria,BGR,2027,0.07393540441989893,0.07311515013376867
Delayed transition,Canada,Canada,CAN,2027,-0.20285481214523315,0.2416234413782756
Delayed transition,Chile,Chile,CHL,2027,0.06687571605046587,0.05276850859324134
Delayed transition,China,China,CHN,2027,0.3274972041447957,-0.3521270751953125
Delayed transition,Croatia,Croatia,HRV,2027,0.07378737131754554,0.077662984530131
Delayed transition,Czech Republic,Czech Republic,CZE,2027,0.0569115380446116,0.6131808360417684
Delayed transition,Denmark,Denmark,DNK,2027,0.050371756156285565,-0.011879960695902468
Delayed transition,Egypt,Egypt,EGY,2027,0.13191187381744385,0.13301801681518552
Delayed transition,Estonia,Estonia,EST,2027,0.04024193684260047,-0.0011052290598551
Delayed transition,Finland,Finland,FIN,2027,-0.08498593171437575,0.03581718603769934
Delayed transition,France,France,FRA,2027,0.10635898510615031,-0.12020591894785564
Delayed transition,Germany,Germany,DEU,2027,0.07453789313634233,-0.04182535409927363
Delayed transition,Greece,Greece,GRC,2027,-0.05910704533259067,0.16683665911356607
Delayed transition,Hong Kong,Hong Kong,HKG,2027,0.09710464874903361,0.12839329242706296
Delayed transition,Hungary,Hungary,HUN,2027,0.0646075805028279,0.7080531517664591
Delayed transition,India,India,IND,2027,0.06021058559417724,0.13180108865102128
Delayed transition,Indonesia,Indonesia,IDN,2027,0.08792789777119951,0.12536235650380453
Delayed transition,Ireland,Ireland,IRL,2027,0.07866889238357537,-0.057166059811909926
Delayed transition,Italy,Italy,ITA,2027,0.057608286539713505,0.03245464960734044
Delayed transition,Japan,Japan,JPN,2027,-0.01612356305122373,0.049730420112609836
Delayed transition,Latvia,Latvia,LVA,2027,0.07185566425323484,0.0032491683959960335
Delayed transition,Lithuania,Lithuania,LTU,2027,0.06287179390589394,0.014619350433349568
Delayed transition,Malaysia,Malaysia,MYS,2027,-0.09054770072301227,0.090288241704305
Delayed transition,Mexico,Mexico,MEX,2027,0.08342463771502177,0.11768356959025063
Delayed transition,Netherlands,Netherlands,NLD,2027,0.031056175629297866,0.021465261777241968
Delayed transition,New Zealand,New Zealand,NZL,2027,0.062223374843597364,0.05401990811030066
Delayed transition,Norway,Norway,NOR,2027,0.03531152009963983,-0.0004447698593139
Delayed transition,Poland,Poland,POL,2027,0.07257630427678423,0.4207456111907959
Delayed transition,Portugal,Portugal,PRT,2027,0.07454552253087356,-0.09561232725779213
Delayed transition,Romania,Romania,ROU,2027,0.1085634430249532,-0.04417286316553746
Delayed transition,Russia,Russia,RUS,2027,0.0136026541392008,-0.0010521809260049667
Delayed transition,Singapore,Singapore,SGP,2027,0.06580293178558347,0.1312896211942037
Delayed transition,Slovakia,Slovakia,SVK,2027,0.02794293562571203,0.055398901303609194
Delayed transition,Slovenia,Slovenia,SVN,2027,0.09224749604860938,0.06267416477203364
Delayed transition,South Africa,South Africa,ZAF,2027,-0.046661178270975705,0.08889611562093097
Delayed transition,South Korea,South Korea,KOR,2027,0.07386004924774163,0.07971856991449987
Delayed transition,Spain,Spain,ESP,2027,0.09386791785558063,-0.053873062133789035
Delayed transition,Sweden,Sweden,SWE,2027,0.04433630903561903,-0.015032529830932567
Delayed transition,Switzerland,Switzerland,CHE,2027,0.07338801026344298,0.05882191658020017
Delayed transition,Taiwan,Taiwan,TWN,2027,0.07596372564633684,0.09918173154195147
Delayed transition,Turkey,Turkey,TUR,2027,0.12183666229248047,0.07237545649210607
Delayed transition,United Kingdom,United Kingdom,GBR,2027,0.09112846851348873,0.09680918852488196
Delayed transition,United States,United States,USA,2027,0.11656637986501056,-0.0245714982350667
Delayed transition,Viet Nam,Viet Nam,VNM,2027,0.11432019869486491,0.13706503311793009
Fragmented World,Argentina,Argentina,ARG,2027,0.0925167401631673,0.0742422739664713
Fragmented World,Australia,Australia,AUS,2027,0.04854391018549597,-0.021085143089294368
Fragmented World,Austria,Austria,AUT,2027,0.09079869588216143,-0.016512513160705535
Fragmented World,Belgium,Belgium,BEL,2027,0.05733001232147213,-0.13096956411997476
Fragmented World,Brazil,Brazil,BRA,2027,0.10634970664978027,0.13463016351064047
Fragmented World,Bulgaria,Bulgaria,BGR,2027,0.07426935434341427,0.07084989547729491
Fragmented World,Canada,Canada,CAN,2027,-0.20369200905164078,0.2391385237375895
Fragmented World,Chile,Chile,CHL,2027,0.06723044315973914,0.051132480303446394
Fragmented World,China,China,CHN,2027,0.329332153002421,-0.35067232449849445
Fragmented World,Croatia,Croatia,HRV,2027,0.07411521673202513,0.07513205210367833
Fragmented World,Czech Republic,Czech Republic,CZE,2027,0.05725866556167597,0.6136282285054525
Fragmented World,Denmark,Denmark,DNK,2027,0.05049650867780047,-0.011844038963317835
Fragmented World,Egypt,Egypt,EGY,2027,0.13287095228830972,0.12898492813110354
Fragmented World,Estonia,Estonia,EST,2027,0.040556987126668234,-0.0011168320973713667
Fragmented World,Finland,Finland,FIN,2027,-0.08550284306208289,0.03456489245096837
Fragmented World,France,France,FRA,2027,0.10676044225692745,-0.11992092927296956
Fragmented World,Germany,Germany,DEU,2027,0.0747447808583577,-0.04173177480697626
Fragmented World,Greece,Greece,GRC,2027,-0.05968466401100153,0.16335201263427734
Fragmented World,Hong Kong,Hong Kong,HKG,2027,0.0977563957373301,0.12441432476043703
Fragmented World,Hungary,Hungary,HUN,2027,0.06496852636337276,0.7082819143931071
Fragmented World,India,India,IND,2027,0.060565392176310164,0.12809646129608157
Fragmented World,Indonesia,Indonesia,IDN,2027,0.08850347995758057,0.1216475566228231
Fragmented World,Ireland,Ireland,IRL,2027,0.0781985719998677,-0.0555330117543538
Fragmented World,Italy,Italy,ITA,2027,0.058041294415791804,0.0307355721791585
